donor_id,name,donor_type,phone,email,address
347,Nurlan Zhumabekov,INDIVIDUAL,+7 (793) 387-59-90,nurlan.zhumabekov836@yahoo.com,"83 Masanchi Street, Atyrau, Kazakhstan"
348,Oksana Zhakenov,INDIVIDUAL,+7 (710) 702-94-63,oksana.zhakenov106@gmail.com,"36 Rozybakiev Street, Astana, Kazakhstan"
349,Dias Omarov,INDIVIDUAL,+7 (712) 648-83-35,dias.omarov209@outlook.com,"108 Nazarbayev Street, Aktobe, Kazakhstan"
350,Zhanna Dauletov,INDIVIDUAL,+7 (747) 641-50-84,zhanna.dauletov46@yandex.kz,"76 Rozybakiev Street, Taraz, Kazakhstan"
351,Yerbol Omarov,INDIVIDUAL,+7 (757) 219-55-32,yerbol.omarov818@yandex.kz,"65 Abai Avenue, Karaganda, Kazakhstan"
352,Bolat Abdirov,INDIVIDUAL,+7 (786) 734-27-78,bolat.abdirov250@yandex.kz,"109 Kabanbai Batyr Avenue, Oskemen, Kazakhstan"
353,Kanat Dzhakishev,INDIVIDUAL,+7 (797) 299-86-95,kanat.dzhakishev331@yandex.kz,"163 Satpayev Street, Oskemen, Kazakhstan"
354,Farida Suleimenov,INDIVIDUAL,+7 (735) 989-78-78,farida.suleimenov478@mail.ru,"22 Dostyk Avenue, Aktau, Kazakhstan"
355,Aidar Rakhimov,INDIVIDUAL,+7 (734) 657-19-59,aidar.rakhimov642@yandex.kz,"154 Satpayev Street, Astana, Kazakhstan"
356,Kuanysh Bekbolat,INDIVIDUAL,+7 (762) 431-99-15,kuanysh.bekbolat796@yandex.kz,"29 Dostyk Avenue, Karaganda, Kazakhstan"
357,Dana Nurgaliyev,INDIVIDUAL,+7 (778) 902-58-25,dana.nurgaliyev363@yahoo.com,"133 Masanchi Street, Aktau, Kazakhstan"
358,Ruslan Ospanov,INDIVIDUAL,+7 (790) 261-80-88,ruslan.ospanov636@gmail.com,"93 Abai Avenue, Aktobe, Kazakhstan"
359,Venera Ospanov,INDIVIDUAL,+7 (766) 665-12-79,venera.ospanov470@outlook.com,"67 Satpayev Street, Astana, Kazakhstan"
360,Kanat Omarov,INDIVIDUAL,+7 (726) 721-41-35,kanat.omarov305@yahoo.com,"80 Dostyk Avenue, Astana, Kazakhstan"
361,Venera Baimukhanov,INDIVIDUAL,+7 (723) 515-77-59,venera.baimukhanov897@yahoo.com,"50 Masanchi Street, Oskemen, Kazakhstan"
362,Askar Tuleshov,INDIVIDUAL,+7 (733) 289-93-94,askar.tuleshov560@gmail.com,"165 Nazarbayev Street, Kyzylorda, Kazakhstan"
363,Dias Zhakenov,INDIVIDUAL,+7 (748) 720-52-52,dias.zhakenov77@yandex.kz,"34 Abai Avenue, Atyrau, Kazakhstan"
364,Laura Akhmetov,INDIVIDUAL,+7 (718) 560-49-48,laura.akhmetov469@mail.ru,"194 Rozybakiev Street, Atyrau, Kazakhstan"
365,Baurzhan Dzhakishev,INDIVIDUAL,+7 (732) 157-88-94,baurzhan.dzhakishev811@yandex.kz,"99 Rozybakiev Street, Pavlodar, Kazakhstan"
366,Aidana Mambetalin,INDIVIDUAL,+7 (777) 566-42-76,aidana.mambetalin596@mail.ru,"61 Zhibek Zholy, Aktau, Kazakhstan"
367,Aigul Nurgaliyev,INDIVIDUAL,+7 (750) 289-41-53,aigul.nurgaliyev988@outlook.com,"97 Masanchi Street, Petropavl, Kazakhstan"
368,Aigul Ismailov,INDIVIDUAL,+7 (767) 450-50-39,aigul.ismailov438@yandex.kz,"83 Tole Bi Street, Shymkent, Kazakhstan"
369,Sultan Baimukhanov,INDIVIDUAL,+7 (762) 438-16-53,sultan.baimukhanov941@gmail.com,"127 Zhibek Zholy, Almaty, Kazakhstan"
370,Yerlan Kadyrov,INDIVIDUAL,+7 (756) 246-18-40,yerlan.kadyrov100@yahoo.com,"104 Dostyk Avenue, Aktobe, Kazakhstan"
371,Yerlan Mambetalin,INDIVIDUAL,+7 (761) 242-67-56,yerlan.mambetalin64@yahoo.com,"122 Furmanov Street, Taraz, Kazakhstan"
372,Elmira Tolegenov,INDIVIDUAL,+7 (776) 350-36-75,elmira.tolegenov588@gmail.com,"23 Tole Bi Street, Atyrau, Kazakhstan"
373,Medet Dzhakishev,INDIVIDUAL,+7 (761) 666-14-30,medet.dzhakishev567@yahoo.com,"145 Abai Avenue, Aktobe, Kazakhstan"
374,Ulan Suleimenov,INDIVIDUAL,+7 (747) 132-12-77,ulan.suleimenov115@gmail.com,"76 Kabanbai Batyr Avenue, Aktau, Kazakhstan"
375,Kamila Zhakenov,INDIVIDUAL,+7 (798) 953-94-47,kamila.zhakenov790@gmail.com,"24 Nazarbayev Street, Aktau, Kazakhstan"
376,Arman Mambetalin,INDIVIDUAL,+7 (720) 850-23-10,arman.mambetalin283@gmail.com,"171 Abai Avenue, Almaty, Kazakhstan"
377,Ruslan Ospanov,INDIVIDUAL,+7 (771) 343-19-72,ruslan.ospanov985@yandex.kz,"124 Kabanbai Batyr Avenue, Pavlodar, Kazakhstan"
378,Serik Suleimenov,INDIVIDUAL,+7 (736) 397-31-74,serik.suleimenov651@outlook.com,"127 Masanchi Street, Oral, Kazakhstan"
379,Serik Aliyev,INDIVIDUAL,+7 (780) 779-31-94,serik.aliyev526@gmail.com,"161 Furmanov Street, Kyzylorda, Kazakhstan"
380,Zhanar Nurpeisov,INDIVIDUAL,+7 (725) 241-17-87,zhanar.nurpeisov78@yandex.kz,"61 Furmanov Street, Almaty, Kazakhstan"
381,Arman Kairatov,INDIVIDUAL,+7 (731) 493-32-81,arman.kairatov76@mail.ru,"190 Nazarbayev Street, Aktau, Kazakhstan"
382,Nazira Aliyev,INDIVIDUAL,+7 (795) 498-45-72,nazira.aliyev488@yahoo.com,"55 Nazarbayev Street, Petropavl, Kazakhstan"
383,Rauan Ospanov,INDIVIDUAL,+7 (710) 259-23-23,rauan.ospanov45@mail.ru,"140 Nazarbayev Street, Pavlodar, Kazakhstan"
384,Venera Tolegenov,INDIVIDUAL,+7 (764) 201-83-76,venera.tolegenov332@gmail.com,"180 Kabanbai Batyr Avenue, Oskemen, Kazakhstan"
385,Togzhan Tolegenov,INDIVIDUAL,+7 (723) 182-34-32,togzhan.tolegenov590@yandex.kz,"35 Tole Bi Street, Petropavl, Kazakhstan"
386,Aslan Yermekbayev,INDIVIDUAL,+7 (731) 452-91-22,aslan.yermekbayev580@outlook.com,"110 Tole Bi Street, Aktau, Kazakhstan"
387,Zhanna Yermekbayev,INDIVIDUAL,+7 (796) 899-32-53,zhanna.yermekbayev175@gmail.com,"11 Dostyk Avenue, Shymkent, Kazakhstan"
388,Gaukhar Omarov,INDIVIDUAL,+7 (726) 293-97-92,gaukhar.omarov736@yandex.kz,"124 Furmanov Street, Petropavl, Kazakhstan"
389,Kanat Tolegenov,INDIVIDUAL,+7 (745) 879-72-65,kanat.tolegenov132@gmail.com,"57 Kabanbai Batyr Avenue, Oral, Kazakhstan"
390,Zhanar Abdirov,INDIVIDUAL,+7 (717) 248-34-51,zhanar.abdirov265@outlook.com,"134 Dostyk Avenue, Shymkent, Kazakhstan"
391,Baurzhan Serikbayev,INDIVIDUAL,+7 (781) 525-11-17,baurzhan.serikbayev820@yandex.kz,"16 Masanchi Street, Shymkent, Kazakhstan"
392,Yerlan Tolegenov,INDIVIDUAL,+7 (760) 610-69-75,yerlan.tolegenov786@mail.ru,"8 Kabanbai Batyr Avenue, Kostanay, Kazakhstan"
393,Rauan Dzhakishev,INDIVIDUAL,+7 (722) 887-81-22,rauan.dzhakishev454@yandex.kz,"111 Abai Avenue, Shymkent, Kazakhstan"
394,Aslan Tolegenov,INDIVIDUAL,+7 (763) 986-22-63,aslan.tolegenov657@yandex.kz,"159 Kabanbai Batyr Avenue, Semey, Kazakhstan"
395,Laura Omarov,INDIVIDUAL,+7 (731) 551-87-98,laura.omarov74@outlook.com,"172 Zhibek Zholy, Semey, Kazakhstan"
396,Kanat Ospanov,INDIVIDUAL,+7 (721) 323-66-52,kanat.ospanov139@mail.ru,"142 Zhibek Zholy, Aktau, Kazakhstan"
397,Baurzhan Ospanov,INDIVIDUAL,+7 (763) 992-23-70,baurzhan.ospanov326@yandex.kz,"129 Satpayev Street, Oral, Kazakhstan"
398,Askar Kadyrov,INDIVIDUAL,+7 (766) 999-13-76,askar.kadyrov637@yandex.kz,"100 Furmanov Street, Atyrau, Kazakhstan"
399,Marat Dzhakishev,INDIVIDUAL,+7 (756) 918-63-44,marat.dzhakishev178@outlook.com,"111 Satpayev Street, Kostanay, Kazakhstan"
400,Zarina Serikbayev,INDIVIDUAL,+7 (744) 244-14-52,zarina.serikbayev108@outlook.com,"112 Abai Avenue, Taraz, Kazakhstan"
401,Dias Aliyev,INDIVIDUAL,+7 (748) 707-51-33,dias.aliyev537@mail.ru,"21 Nazarbayev Street, Almaty, Kazakhstan"
402,Nurlan Esenov,INDIVIDUAL,+7 (720) 463-44-87,nurlan.esenov841@yahoo.com,"190 Furmanov Street, Semey, Kazakhstan"
403,Laura Dzhakishev,INDIVIDUAL,+7 (772) 563-15-96,laura.dzhakishev659@gmail.com,"174 Zhibek Zholy, Oral, Kazakhstan"
404,Dias Mambetalin,INDIVIDUAL,+7 (776) 582-32-29,dias.mambetalin59@yahoo.com,"148 Masanchi Street, Kostanay, Kazakhstan"
405,Erlan Zhakenov,INDIVIDUAL,+7 (737) 556-47-38,erlan.zhakenov87@gmail.com,"25 Furmanov Street, Oral, Kazakhstan"
406,Serik Nurgaliyev,INDIVIDUAL,+7 (771) 781-80-67,serik.nurgaliyev248@outlook.com,"61 Dostyk Avenue, Atyrau, Kazakhstan"
407,Kanat Dzhakishev,INDIVIDUAL,+7 (730) 327-54-21,kanat.dzhakishev863@mail.ru,"148 Masanchi Street, Oskemen, Kazakhstan"
408,Marat Ismailov,INDIVIDUAL,+7 (765) 790-92-48,marat.ismailov592@outlook.com,"170 Abai Avenue, Pavlodar, Kazakhstan"
409,Laura Mambetalin,INDIVIDUAL,+7 (781) 829-96-64,laura.mambetalin157@outlook.com,"141 Satpayev Street, Oskemen, Kazakhstan"
410,Askar Abdirov,INDIVIDUAL,+7 (760) 554-74-62,askar.abdirov784@gmail.com,"171 Satpayev Street, Oral, Kazakhstan"
411,Tamara Magzumov,INDIVIDUAL,+7 (757) 121-23-61,tamara.magzumov877@gmail.com,"90 Satpayev Street, Shymkent, Kazakhstan"
412,Alibek Nurpeisov,INDIVIDUAL,+7 (711) 179-29-64,alibek.nurpeisov139@outlook.com,"93 Tole Bi Street, Kyzylorda, Kazakhstan"
413,Togzhan Dauletov,INDIVIDUAL,+7 (743) 684-77-90,togzhan.dauletov569@outlook.com,"11 Abai Avenue, Karaganda, Kazakhstan"
414,Gulnara Kadyrov,INDIVIDUAL,+7 (765) 531-47-92,gulnara.kadyrov369@outlook.com,"45 Dostyk Avenue, Semey, Kazakhstan"
415,Baurzhan Kairatov,INDIVIDUAL,+7 (776) 487-50-85,baurzhan.kairatov676@yahoo.com,"190 Masanchi Street, Kyzylorda, Kazakhstan"
416,Venera Serikbayev,INDIVIDUAL,+7 (766) 467-39-65,venera.serikbayev403@gmail.com,"21 Rozybakiev Street, Kostanay, Kazakhstan"
417,Kuanysh Yermekbayev,INDIVIDUAL,+7 (786) 565-66-20,kuanysh.yermekbayev332@outlook.com,"27 Zhibek Zholy, Shymkent, Kazakhstan"
418,Kuanysh Ospanov,INDIVIDUAL,+7 (778) 406-89-40,kuanysh.ospanov489@yandex.kz,"72 Kabanbai Batyr Avenue, Oral, Kazakhstan"
419,Laura Magzumov,INDIVIDUAL,+7 (750) 405-63-48,laura.magzumov119@yahoo.com,"81 Dostyk Avenue, Almaty, Kazakhstan"
420,Farida Rakhimov,INDIVIDUAL,+7 (721) 109-54-33,farida.rakhimov273@gmail.com,"162 Furmanov Street, Astana, Kazakhstan"
421,Saule Bekbolat,INDIVIDUAL,+7 (763) 696-78-49,saule.bekbolat576@mail.ru,"60 Furmanov Street, Shymkent, Kazakhstan"
422,Oksana Abdirov,INDIVIDUAL,+7 (790) 601-47-38,oksana.abdirov913@outlook.com,"69 Abai Avenue, Karaganda, Kazakhstan"
423,Aidar Nurgaliyev,INDIVIDUAL,+7 (738) 767-75-12,aidar.nurgaliyev998@mail.ru,"109 Masanchi Street, Astana, Kazakhstan"
424,Dinara Baimukhanov,INDIVIDUAL,+7 (710) 593-26-74,dinara.baimukhanov298@mail.ru,"107 Furmanov Street, Karaganda, Kazakhstan"
425,Kuanysh Zhakenov,INDIVIDUAL,+7 (756) 644-67-80,kuanysh.zhakenov128@outlook.com,"69 Dostyk Avenue, Oral, Kazakhstan"
426,Oksana Zhumabekov,INDIVIDUAL,+7 (793) 957-93-49,oksana.zhumabekov130@gmail.com,"190 Masanchi Street, Taraz, Kazakhstan"
427,Kairat Baimukhanov,INDIVIDUAL,+7 (723) 620-78-58,kairat.baimukhanov101@yandex.kz,"35 Rozybakiev Street, Pavlodar, Kazakhstan"
428,Aslan Ospanov,INDIVIDUAL,+7 (728) 836-19-33,aslan.ospanov726@gmail.com,"102 Tole Bi Street, Kyzylorda, Kazakhstan"
429,Madina Tolegenov,INDIVIDUAL,+7 (774) 506-19-95,madina.tolegenov643@gmail.com,"29 Rozybakiev Street, Oskemen, Kazakhstan"
430,Kuanysh Tuleshov,INDIVIDUAL,+7 (767) 617-81-13,kuanysh.tuleshov135@yahoo.com,"196 Masanchi Street, Pavlodar, Kazakhstan"
431,Gaukhar Baimukhanov,INDIVIDUAL,+7 (784) 539-59-59,gaukhar.baimukhanov781@gmail.com,"12 Dostyk Avenue, Taraz, Kazakhstan"
432,Dinara Bekbolat,INDIVIDUAL,+7 (753) 578-17-18,dinara.bekbolat205@outlook.com,"111 Satpayev Street, Karaganda, Kazakhstan"
433,Aidar Zhumabekov,INDIVIDUAL,+7 (720) 378-77-19,aidar.zhumabekov220@outlook.com,"64 Satpayev Street, Atyrau, Kazakhstan"
434,Kanat Nurpeisov,INDIVIDUAL,+7 (710) 186-68-77,kanat.nurpeisov177@gmail.com,"10 Furmanov Street, Almaty, Kazakhstan"
435,Sultan Kadyrov,INDIVIDUAL,+7 (733) 541-13-56,sultan.kadyrov803@yahoo.com,"186 Tole Bi Street, Oral, Kazakhstan"
436,Erlan Abdirov,INDIVIDUAL,+7 (725) 237-97-88,erlan.abdirov498@outlook.com,"64 Tole Bi Street, Kyzylorda, Kazakhstan"
437,Bibigul Abdirov,INDIVIDUAL,+7 (718) 380-50-98,bibigul.abdirov520@outlook.com,"181 Satpayev Street, Karaganda, Kazakhstan"
438,Marlen Kairatov,INDIVIDUAL,+7 (715) 105-69-79,marlen.kairatov196@yandex.kz,"71 Nazarbayev Street, Atyrau, Kazakhstan"
439,Madina Bekbolat,INDIVIDUAL,+7 (794) 275-38-77,madina.bekbolat681@yahoo.com,"84 Nazarbayev Street, Taraz, Kazakhstan"
440,Zhanar Magzumov,INDIVIDUAL,+7 (754) 764-48-21,zhanar.magzumov148@yandex.kz,"134 Satpayev Street, Pavlodar, Kazakhstan"
441,Timur Kairatov,INDIVIDUAL,+7 (788) 177-60-83,timur.kairatov918@outlook.com,"53 Masanchi Street, Kostanay, Kazakhstan"
442,Bibigul Tolegenov,INDIVIDUAL,+7 (723) 418-37-30,bibigul.tolegenov825@outlook.com,"6 Abai Avenue, Petropavl, Kazakhstan"
443,Sultan Kadyrov,INDIVIDUAL,+7 (725) 331-83-28,sultan.kadyrov837@gmail.com,"27 Satpayev Street, Taraz, Kazakhstan"
444,Zhanar Baimukhanov,INDIVIDUAL,+7 (716) 268-76-57,zhanar.baimukhanov15@yahoo.com,"54 Masanchi Street, Aktobe, Kazakhstan"
445,Ruslan Omarov,INDIVIDUAL,+7 (757) 103-95-25,ruslan.omarov50@mail.ru,"83 Abai Avenue, Aktau, Kazakhstan"
446,Dana Akhmetov,INDIVIDUAL,+7 (750) 882-35-49,dana.akhmetov880@yandex.kz,"92 Masanchi Street, Kostanay, Kazakhstan"
447,Kanat Zhumabekov,INDIVIDUAL,+7 (762) 560-42-56,kanat.zhumabekov232@yahoo.com,"63 Rozybakiev Street, Taraz, Kazakhstan"
448,Elmira Aliyev,INDIVIDUAL,+7 (782) 890-95-38,elmira.aliyev308@yahoo.com,"178 Furmanov Street, Atyrau, Kazakhstan"
449,Dinara Rakhimov,INDIVIDUAL,+7 (762) 372-37-55,dinara.rakhimov292@outlook.com,"106 Zhibek Zholy, Petropavl, Kazakhstan"
450,Kuanysh Tolegenov,INDIVIDUAL,+7 (772) 651-94-69,kuanysh.tolegenov58@outlook.com,"155 Tole Bi Street, Semey, Kazakhstan"
451,Alibek Rakhimov,INDIVIDUAL,+7 (737) 736-55-38,alibek.rakhimov894@outlook.com,"160 Nazarbayev Street, Kostanay, Kazakhstan"
452,Nazira Yermekbayev,INDIVIDUAL,+7 (788) 746-97-32,nazira.yermekbayev378@mail.ru,"134 Tole Bi Street, Taraz, Kazakhstan"
453,Kanat Dauletov,INDIVIDUAL,+7 (735) 394-31-18,kanat.dauletov245@yahoo.com,"27 Nazarbayev Street, Pavlodar, Kazakhstan"
454,Ulan Baimukhanov,INDIVIDUAL,+7 (763) 879-47-36,ulan.baimukhanov126@mail.ru,"155 Furmanov Street, Almaty, Kazakhstan"
455,Yerbol Mambetalin,INDIVIDUAL,+7 (713) 146-33-33,yerbol.mambetalin755@gmail.com,"108 Kabanbai Batyr Avenue, Astana, Kazakhstan"
456,Tamara Bekbolat,INDIVIDUAL,+7 (743) 704-82-66,tamara.bekbolat421@gmail.com,"25 Abai Avenue, Shymkent, Kazakhstan"
457,Ulan Kairatov,INDIVIDUAL,+7 (722) 146-96-62,ulan.kairatov195@mail.ru,"90 Furmanov Street, Almaty, Kazakhstan"
458,Zarina Zhumabekov,INDIVIDUAL,+7 (785) 637-16-33,zarina.zhumabekov70@yandex.kz,"90 Zhibek Zholy, Petropavl, Kazakhstan"
459,Oksana Bekbolat,INDIVIDUAL,+7 (797) 388-82-78,oksana.bekbolat842@yahoo.com,"28 Tole Bi Street, Almaty, Kazakhstan"
460,Aidar Dauletov,INDIVIDUAL,+7 (742) 945-90-71,aidar.dauletov809@gmail.com,"172 Kabanbai Batyr Avenue, Oral, Kazakhstan"
461,Serik Omarov,INDIVIDUAL,+7 (798) 285-23-23,serik.omarov61@yahoo.com,"122 Tole Bi Street, Oral, Kazakhstan"
462,Aslan Kadyrov,INDIVIDUAL,+7 (776) 321-20-97,aslan.kadyrov630@gmail.com,"103 Satpayev Street, Taraz, Kazakhstan"
463,Medet Mambetalin,INDIVIDUAL,+7 (731) 985-85-44,medet.mambetalin85@yandex.kz,"68 Furmanov Street, Oskemen, Kazakhstan"
464,Laura Yermekbayev,INDIVIDUAL,+7 (728) 896-28-33,laura.yermekbayev53@yandex.kz,"163 Masanchi Street, Aktau, Kazakhstan"
465,Aigul Baimukhanov,INDIVIDUAL,+7 (731) 527-96-40,aigul.baimukhanov772@gmail.com,"64 Kabanbai Batyr Avenue, Astana, Kazakhstan"
466,Serik Akhmetov,INDIVIDUAL,+7 (747) 637-11-83,serik.akhmetov711@yahoo.com,"137 Abai Avenue, Shymkent, Kazakhstan"
467,Gaukhar Tuleshov,INDIVIDUAL,+7 (781) 812-80-66,gaukhar.tuleshov153@mail.ru,"84 Dostyk Avenue, Petropavl, Kazakhstan"
468,Saule Tolegenov,INDIVIDUAL,+7 (773) 520-29-79,saule.tolegenov257@outlook.com,"171 Masanchi Street, Oskemen, Kazakhstan"
469,Askar Kairatov,INDIVIDUAL,+7 (715) 562-44-39,askar.kairatov18@yandex.kz,"97 Dostyk Avenue, Oral, Kazakhstan"
470,Arman Kairatov,INDIVIDUAL,+7 (730) 123-58-52,arman.kairatov552@gmail.com,"42 Nazarbayev Street, Pavlodar, Kazakhstan"
471,Oksana Magzumov,INDIVIDUAL,+7 (792) 780-32-52,oksana.magzumov234@yahoo.com,"19 Nazarbayev Street, Aktobe, Kazakhstan"
472,Marat Dauletov,INDIVIDUAL,+7 (774) 683-34-50,marat.dauletov304@mail.ru,"134 Dostyk Avenue, Pavlodar, Kazakhstan"
473,Yerbol Magzumov,INDIVIDUAL,+7 (720) 211-37-66,yerbol.magzumov459@yandex.kz,"146 Masanchi Street, Astana, Kazakhstan"
474,Zarina Dauletov,INDIVIDUAL,+7 (726) 594-82-22,zarina.dauletov469@yandex.kz,"196 Nazarbayev Street, Almaty, Kazakhstan"
475,Alibek Magzumov,INDIVIDUAL,+7 (748) 296-51-63,alibek.magzumov766@gmail.com,"183 Abai Avenue, Oral, Kazakhstan"
476,Timur Kairatov,INDIVIDUAL,+7 (712) 712-61-63,timur.kairatov723@yahoo.com,"77 Furmanov Street, Pavlodar, Kazakhstan"
477,Dinara Esenov,INDIVIDUAL,+7 (756) 450-79-23,dinara.esenov356@yandex.kz,"193 Kabanbai Batyr Avenue, Oskemen, Kazakhstan"
478,Aidana Magzumov,INDIVIDUAL,+7 (750) 760-14-35,aidana.magzumov284@mail.ru,"78 Masanchi Street, Shymkent, Kazakhstan"
479,Saule Aliyev,INDIVIDUAL,+7 (795) 794-94-10,saule.aliyev236@gmail.com,"70 Rozybakiev Street, Semey, Kazakhstan"
480,Arman Rakhimov,INDIVIDUAL,+7 (728) 962-41-52,arman.rakhimov720@yahoo.com,"113 Furmanov Street, Almaty, Kazakhstan"
481,Timur Esenov,INDIVIDUAL,+7 (768) 345-52-25,timur.esenov279@gmail.com,"84 Furmanov Street, Shymkent, Kazakhstan"
482,Nazira Serikbayev,INDIVIDUAL,+7 (758) 936-58-35,nazira.serikbayev174@yahoo.com,"58 Abai Avenue, Petropavl, Kazakhstan"
483,Rauan Rakhimov,INDIVIDUAL,+7 (788) 165-90-26,rauan.rakhimov857@yahoo.com,"117 Abai Avenue, Taraz, Kazakhstan"
484,Kuanysh Nurpeisov,INDIVIDUAL,+7 (747) 148-36-95,kuanysh.nurpeisov47@yandex.kz,"146 Abai Avenue, Almaty, Kazakhstan"
485,Marat Yermekbayev,INDIVIDUAL,+7 (742) 251-41-11,marat.yermekbayev925@outlook.com,"50 Tole Bi Street, Oral, Kazakhstan"
486,Ulan Ismailov,INDIVIDUAL,+7 (796) 985-21-86,ulan.ismailov165@yahoo.com,"84 Nazarbayev Street, Almaty, Kazakhstan"
487,Kairat Kadyrov,INDIVIDUAL,+7 (786) 298-34-27,kairat.kadyrov921@yahoo.com,"176 Rozybakiev Street, Semey, Kazakhstan"
488,Kuanysh Serikbayev,INDIVIDUAL,+7 (765) 557-81-99,kuanysh.serikbayev377@yandex.kz,"76 Rozybakiev Street, Atyrau, Kazakhstan"
489,Oksana Nurpeisov,INDIVIDUAL,+7 (743) 940-45-10,oksana.nurpeisov912@yandex.kz,"130 Abai Avenue, Oskemen, Kazakhstan"
490,Alibek Esenov,INDIVIDUAL,+7 (754) 137-26-49,alibek.esenov65@mail.ru,"12 Satpayev Street, Aktau, Kazakhstan"
491,Asel Omarov,INDIVIDUAL,+7 (720) 846-96-96,asel.omarov426@mail.ru,"59 Masanchi Street, Aktobe, Kazakhstan"
492,Arman Akhmetov,INDIVIDUAL,+7 (718) 265-86-55,arman.akhmetov450@yandex.kz,"28 Nazarbayev Street, Semey, Kazakhstan"
493,Yerbol Kairatov,INDIVIDUAL,+7 (752) 380-95-86,yerbol.kairatov273@mail.ru,"12 Masanchi Street, Semey, Kazakhstan"
494,Kuanysh Aliyev,INDIVIDUAL,+7 (725) 563-92-93,kuanysh.aliyev934@gmail.com,"162 Dostyk Avenue, Petropavl, Kazakhstan"
495,Ulan Bekbolat,INDIVIDUAL,+7 (785) 236-30-95,ulan.bekbolat128@outlook.com,"143 Rozybakiev Street, Oral, Kazakhstan"
496,Madina Magzumov,INDIVIDUAL,+7 (795) 114-70-70,madina.magzumov497@outlook.com,"161 Tole Bi Street, Aktobe, Kazakhstan"
497,Elmira Ismailov,INDIVIDUAL,+7 (784) 781-81-90,elmira.ismailov172@yandex.kz,"185 Rozybakiev Street, Oskemen, Kazakhstan"
498,Saule Nurgaliyev,INDIVIDUAL,+7 (783) 281-30-81,saule.nurgaliyev848@yahoo.com,"115 Dostyk Avenue, Semey, Kazakhstan"
499,Gaukhar Nurpeisov,INDIVIDUAL,+7 (713) 258-77-90,gaukhar.nurpeisov464@gmail.com,"149 Furmanov Street, Shymkent, Kazakhstan"
500,Zhanna Aliyev,INDIVIDUAL,+7 (765) 579-97-96,zhanna.aliyev576@yandex.kz,"72 Furmanov Street, Aktobe, Kazakhstan"
501,Dana Zhumabekov,INDIVIDUAL,+7 (714) 721-15-55,dana.zhumabekov431@gmail.com,"140 Tole Bi Street, Aktobe, Kazakhstan"
502,Ulan Rakhimov,INDIVIDUAL,+7 (735) 162-11-75,ulan.rakhimov448@outlook.com,"188 Rozybakiev Street, Pavlodar, Kazakhstan"
503,Rauan Suleimenov,INDIVIDUAL,+7 (781) 437-45-85,rauan.suleimenov983@mail.ru,"65 Nazarbayev Street, Almaty, Kazakhstan"
504,Daniyar Akhmetov,INDIVIDUAL,+7 (711) 293-49-38,daniyar.akhmetov313@yahoo.com,"77 Tole Bi Street, Astana, Kazakhstan"
505,Alibek Suleimenov,INDIVIDUAL,+7 (734) 999-78-99,alibek.suleimenov943@mail.ru,"36 Masanchi Street, Astana, Kazakhstan"
506,Laura Dauletov,INDIVIDUAL,+7 (787) 362-47-78,laura.dauletov980@outlook.com,"85 Masanchi Street, Oskemen, Kazakhstan"
507,Elmira Suleimenov,INDIVIDUAL,+7 (757) 701-90-31,elmira.suleimenov302@gmail.com,"189 Tole Bi Street, Pavlodar, Kazakhstan"
508,Asel Nurpeisov,INDIVIDUAL,+7 (758) 496-20-98,asel.nurpeisov577@gmail.com,"70 Rozybakiev Street, Aktobe, Kazakhstan"
509,Dana Nurgaliyev,INDIVIDUAL,+7 (730) 433-72-73,dana.nurgaliyev12@yahoo.com,"148 Abai Avenue, Astana, Kazakhstan"
510,Farida Dzhakishev,INDIVIDUAL,+7 (780) 910-38-83,farida.dzhakishev626@mail.ru,"181 Nazarbayev Street, Atyrau, Kazakhstan"
511,Saltanat Omarov,INDIVIDUAL,+7 (746) 857-60-96,saltanat.omarov411@gmail.com,"138 Masanchi Street, Almaty, Kazakhstan"
512,Aliya Ospanov,INDIVIDUAL,+7 (776) 816-75-35,aliya.ospanov851@outlook.com,"116 Zhibek Zholy, Oral, Kazakhstan"
513,Saltanat Yermekbayev,INDIVIDUAL,+7 (740) 573-60-76,saltanat.yermekbayev567@mail.ru,"122 Nazarbayev Street, Almaty, Kazakhstan"
514,Kamila Aliyev,INDIVIDUAL,+7 (771) 259-43-42,kamila.aliyev800@outlook.com,"191 Dostyk Avenue, Shymkent, Kazakhstan"
515,Dinara Mambetalin,INDIVIDUAL,+7 (752) 210-24-36,dinara.mambetalin761@gmail.com,"133 Nazarbayev Street, Semey, Kazakhstan"
516,Askar Kairatov,INDIVIDUAL,+7 (783) 887-11-85,askar.kairatov73@mail.ru,"72 Furmanov Street, Atyrau, Kazakhstan"
517,Aliya Rakhimov,INDIVIDUAL,+7 (766) 357-17-55,aliya.rakhimov527@yandex.kz,"58 Satpayev Street, Atyrau, Kazakhstan"
518,Marat Nurgaliyev,INDIVIDUAL,+7 (716) 443-49-11,marat.nurgaliyev295@outlook.com,"200 Abai Avenue, Pavlodar, Kazakhstan"
519,Elmira Baimukhanov,INDIVIDUAL,+7 (711) 303-93-24,elmira.baimukhanov781@yahoo.com,"158 Furmanov Street, Shymkent, Kazakhstan"
520,Nazira Serikbayev,INDIVIDUAL,+7 (750) 598-58-27,nazira.serikbayev707@gmail.com,"87 Kabanbai Batyr Avenue, Atyrau, Kazakhstan"
