expense_id,project_id,staff_id,amount,expense_date,category,description
2162,27,45,980968,2021-12-23,Supplies,First aid kit
2163,124,45,1104397,2020-11-24,Supplies,Medical supplies
2164,41,233,1094551,2020-10-21,Equipment,Communication devices
2165,159,319,1174066,2023-10-08,Supplies,Medical supplies
2166,242,140,909238,2021-04-10,Transport,Staff travel expenses
2167,81,28,264053,2021-04-24,Transport,Volunteer transportation
2168,128,29,294004,2021-04-17,Supplies,Registration materials
2169,102,47,678548,2021-11-18,Equipment,Tools and machinery
2170,108,339,808070,2024-10-28,Equipment,Office furniture
2171,236,260,1957655,2022-03-22,Equipment,Communication devices
2172,292,71,1213539,2023-08-16,Printing,Banner production
2173,112,159,1173069,2020-08-21,Transport,Equipment delivery
2174,71,77,118626,2021-08-14,Supplies,Cleaning supplies
2175,158,66,607536,2023-05-24,Equipment,Computer equipment
2176,288,342,1117384,2021-12-14,Supplies,Educational supplies
2177,288,382,1674278,2022-03-21,Supplies,First aid kit
2178,190,122,932261,2022-12-07,Transport,Staff per diem
2179,50,29,516099,2020-01-02,Food,Catering for event
2180,203,397,1851414,2021-12-17,Printing,Training material duplication
2181,23,278,316692,2022-07-27,Printing,Report printing
2182,211,121,1186975,2020-05-01,Supplies,Office supplies
2183,198,8,1920969,2023-04-02,Printing,Brochure printing
2184,39,6,529408,2024-10-03,Food,Meeting refreshments
2185,151,149,1779878,2021-03-03,Transport,Vehicle fuel costs
2186,219,101,129134,2023-08-20,Equipment,Medical equipment
2187,241,122,1798800,2021-10-23,Transport,Vehicle maintenance
2188,168,263,141285,2021-12-25,Supplies,Medical supplies
2189,28,314,1626552,2022-09-21,Transport,Staff travel expenses
2190,235,198,1998581,2024-12-15,Food,Event dinner costs
2191,105,127,706022,2024-11-10,Supplies,Registration materials
2192,228,227,909903,2021-12-15,Transport,Volunteer transportation
2193,98,72,1595027,2020-10-09,Supplies,Packaging materials
2194,5,360,238821,2024-08-15,Supplies,Packaging materials
2195,294,94,216703,2022-10-03,Transport,Equipment delivery
2196,193,284,664340,2023-04-20,Food,Event dinner costs
2197,204,285,217940,2021-06-23,Transport,Vehicle maintenance
2198,67,335,896431,2021-06-12,Supplies,Program supplies
2199,264,125,1870119,2020-12-07,Food,Meal provisions for volunteers
2200,217,233,613701,2021-11-13,Transport,Staff travel expenses
2201,156,192,1891262,2020-01-10,Equipment,Office furniture
2202,267,261,1951822,2022-05-14,Printing,Awareness campaign materials
2203,216,228,426734,2021-05-19,Transport,Public transport for beneficiaries
2204,21,376,568292,2020-09-06,Food,Refreshments for workshop
2205,200,367,1189190,2022-07-15,Transport,Logistics and shipping
2206,212,271,857292,2020-02-12,Printing,Training material duplication
2207,218,371,1276808,2021-12-13,Transport,Staff per diem
2208,176,189,193125,2021-06-14,Supplies,First aid kit
2209,7,176,141400,2023-08-07,Food,Event dinner costs
2210,279,326,1079966,2024-11-01,Food,Catering for event
2211,206,391,1829867,2023-09-07,Food,Training session catering
2212,193,304,931721,2022-07-27,Transport,Vehicle maintenance
2213,228,355,1109469,2022-07-12,Supplies,Cleaning supplies
2214,238,110,1066083,2023-01-22,Equipment,Tools and machinery
2215,176,337,833237,2024-09-17,Transport,Volunteer transportation
2216,240,7,417935,2020-06-11,Printing,Report printing
2217,226,131,858499,2022-02-23,Food,Emergency food relief
2218,12,177,248534,2024-06-10,Printing,Training material duplication
2219,294,87,950822,2023-12-27,Printing,Information booklet
2220,49,384,997969,2024-12-12,Printing,Educational materials
2221,248,15,1460548,2022-01-23,Transport,Equipment delivery
2222,3,309,1142805,2021-04-05,Supplies,First aid kit
2223,92,253,1592441,2020-01-19,Transport,Transportation for outreach
2224,18,295,1990616,2020-05-27,Food,Refreshments for workshop
2225,118,375,1799587,2024-08-25,Supplies,Office supplies
2226,294,130,270763,2022-05-27,Food,Training session catering
2227,272,304,1151561,2020-10-07,Supplies,Workshop materials
2228,162,227,255508,2021-09-22,Transport,Vehicle maintenance
2229,26,325,1984491,2023-06-22,Transport,Equipment delivery
2230,208,195,162787,2023-08-06,Food,Meal provisions for volunteers
2231,90,64,1131957,2020-03-06,Supplies,Program supplies
2232,209,17,452009,2024-11-04,Supplies,Program supplies
2233,132,271,1325192,2023-08-27,Transport,Staff per diem
2234,218,371,982475,2024-12-05,Printing,Banner production
2235,158,16,351532,2022-07-23,Supplies,Educational supplies
2236,296,229,1159143,2024-07-23,Supplies,First aid kit
2237,208,161,883339,2020-03-19,Equipment,Laboratory equipment
2238,30,70,871309,2021-02-25,Supplies,Office supplies
2239,72,188,1258663,2022-12-06,Transport,Volunteer transportation
2240,200,142,677639,2020-09-15,Equipment,AV equipment rental
2241,25,235,465279,2023-10-16,Printing,Information booklet
2242,238,80,354642,2020-02-09,Equipment,Sports equipment
2243,205,66,1987372,2024-10-10,Equipment,Tools and machinery
2244,151,268,1561611,2020-06-05,Equipment,Tools and machinery
2245,95,30,682319,2020-04-28,Transport,Public transport for beneficiaries
2246,300,273,1378720,2024-08-14,Printing,Newsletter printing
2247,267,396,120177,2020-10-09,Transport,Vehicle fuel costs
2248,38,274,702281,2022-07-18,Supplies,Workshop materials
2249,213,352,1814840,2022-11-09,Transport,Staff travel expenses
2250,79,52,1355330,2024-02-14,Equipment,Office furniture
2251,161,32,1204682,2020-09-08,Supplies,Registration materials
2252,224,73,1128695,2021-11-07,Supplies,Registration materials
2253,8,380,658087,2020-07-06,Printing,Forms and documentation
2254,239,302,1733233,2024-03-12,Supplies,Event supplies
2255,205,62,1220789,2020-05-08,Equipment,Office furniture
2256,233,199,894168,2021-10-14,Printing,Newsletter printing
2257,139,392,82144,2022-03-08,Food,Emergency food relief
2258,154,161,800851,2021-02-22,Food,Emergency food relief
2259,6,239,1600652,2020-02-18,Transport,Equipment delivery
2260,74,142,1987599,2024-08-15,Equipment,AV equipment rental
2261,26,233,420899,2021-03-05,Food,Catering for event
2262,178,37,1509225,2021-04-13,Printing,Information booklet
2263,67,71,1480049,2023-08-26,Food,Event dinner costs
2264,116,207,483852,2021-05-05,Transport,Volunteer transportation
2265,76,176,1958494,2023-01-21,Transport,Volunteer transportation
2266,181,220,292589,2020-05-16,Equipment,Computer equipment
2267,99,97,153414,2022-01-26,Printing,Training material duplication
2268,13,157,1070512,2020-02-17,Supplies,Cleaning supplies
2269,199,12,236786,2020-10-19,Supplies,Medical supplies
2270,131,132,1499305,2020-11-13,Equipment,Communication devices
2271,273,336,128935,2024-05-27,Supplies,Cleaning supplies
2272,67,341,309484,2023-04-20,Food,Event dinner costs
2273,98,371,979118,2022-07-23,Food,Nutrition program purchases
2274,219,170,1676705,2023-03-18,Printing,Banner production
2275,89,331,1307033,2020-06-19,Supplies,Registration materials
2276,162,291,1013440,2022-03-23,Transport,Transportation for outreach
2277,204,346,1508939,2022-02-05,Printing,Information booklet
2278,265,120,803932,2021-12-22,Supplies,Cleaning supplies
2279,144,245,145788,2021-06-26,Food,Meeting refreshments
2280,21,389,886279,2022-02-20,Food,Nutrition program purchases
2281,153,276,1033134,2023-05-23,Supplies,Workshop materials
2282,198,194,761704,2024-11-02,Equipment,Safety equipment
2283,102,41,1174069,2021-02-02,Equipment,Photography equipment
2284,261,352,1810016,2024-10-10,Food,Meeting refreshments
2285,248,366,1523578,2022-10-16,Food,Refreshments for workshop
2286,187,364,634950,2020-06-14,Transport,Equipment delivery
2287,1,391,1210040,2020-03-21,Printing,Educational materials
2288,262,369,451424,2020-09-24,Transport,Volunteer transportation
2289,182,155,702911,2023-02-06,Food,Catering for event
2290,74,387,671147,2024-03-24,Food,Nutrition program purchases
2291,174,3,242380,2022-08-02,Supplies,Workshop materials
2292,186,248,545556,2020-01-22,Food,Nutrition program purchases
2293,40,223,948645,2021-08-08,Food,Event dinner costs
2294,297,13,967928,2022-12-15,Equipment,Medical equipment
2295,254,331,201169,2022-05-20,Printing,Report printing
2296,100,87,1730584,2020-01-13,Food,Meal provisions for volunteers
2297,200,154,128855,2023-01-22,Supplies,Packaging materials
2298,183,125,361933,2024-03-02,Supplies,Packaging materials
2299,19,204,600796,2024-01-20,Equipment,Communication devices
2300,198,68,1009049,2021-09-13,Equipment,Computer equipment
2301,132,312,1168249,2021-07-22,Printing,Brochure printing
2302,226,169,1401695,2024-10-13,Food,Food distribution supplies
2303,283,137,590607,2023-08-06,Printing,Brochure printing
2304,185,317,1009850,2022-11-05,Transport,Public transport for beneficiaries
2305,233,204,1951691,2020-02-21,Food,Meal provisions for volunteers
2306,203,67,74152,2022-01-27,Printing,Report printing
2307,205,83,30927,2020-06-23,Transport,Logistics and shipping
2308,223,137,156545,2022-12-01,Supplies,Educational supplies
2309,45,28,209528,2023-09-03,Food,Event dinner costs
2310,179,205,1880818,2024-01-01,Transport,Transportation for outreach
2311,270,228,1465522,2024-04-26,Printing,Forms and documentation
2312,23,400,639432,2022-12-26,Supplies,Educational supplies
2313,241,202,1364621,2023-05-16,Supplies,Packaging materials
2314,85,230,485497,2021-08-24,Printing,Report printing
2315,81,136,184974,2024-07-05,Transport,Vehicle maintenance
2316,253,366,372586,2020-08-02,Supplies,Event supplies
2317,73,60,114734,2024-03-06,Printing,Certificate printing
2318,292,151,1960479,2022-05-21,Equipment,Tools and machinery
2319,236,143,1999786,2021-04-04,Transport,Field visit transportation
2320,165,291,555678,2021-07-24,Supplies,Office supplies
2321,24,18,378384,2020-12-22,Transport,Equipment delivery
2322,256,272,88160,2022-04-11,Food,Participant snacks
2323,255,124,754986,2023-04-27,Food,Training session catering
2324,132,125,1898162,2023-02-21,Transport,Field visit transportation
2325,8,274,1544485,2023-06-26,Printing,Newsletter printing
2326,130,189,739655,2024-04-18,Printing,Brochure printing
2327,42,31,158816,2023-09-15,Transport,Public transport for beneficiaries
2328,96,280,982289,2020-05-01,Transport,Transportation for outreach
2329,247,68,312533,2021-05-26,Transport,Vehicle fuel costs
2330,38,50,647408,2022-09-18,Food,Participant snacks
2331,152,220,1368229,2022-11-18,Supplies,Packaging materials
2332,47,266,1027225,2023-08-01,Supplies,Registration materials
2333,279,220,1722928,2022-12-11,Food,Event dinner costs
2334,184,385,1549097,2021-08-25,Food,Nutrition program purchases
2335,125,51,677894,2022-06-05,Supplies,Program supplies
2336,141,210,49176,2022-08-24,Food,Food distribution supplies
2337,25,139,1915868,2024-12-04,Transport,Equipment delivery
2338,280,40,25095,2022-08-02,Equipment,Photography equipment
2339,199,122,1276335,2020-06-22,Food,Event dinner costs
2340,147,356,890456,2024-01-17,Supplies,Cleaning supplies
2341,169,382,1103834,2024-05-07,Transport,Staff travel expenses
2342,136,69,307476,2020-03-26,Transport,Volunteer transportation
2343,86,260,1093646,2022-07-25,Printing,Certificate printing
2344,265,66,1485593,2023-03-21,Transport,Staff per diem
2345,241,146,1068546,2023-07-25,Supplies,Workshop materials
2346,25,119,1795147,2021-11-10,Food,Participant snacks
2347,203,224,925319,2023-07-10,Supplies,Workshop materials
2348,64,16,376661,2024-12-14,Equipment,Computer equipment
2349,171,127,1871632,2024-11-18,Supplies,Event supplies
2350,114,11,600808,2020-03-28,Equipment,Communication devices
2351,278,84,633523,2022-12-10,Transport,Transportation for outreach
2352,162,110,934991,2020-01-22,Transport,Public transport for beneficiaries
2353,52,389,370710,2020-01-25,Transport,Public transport for beneficiaries
2354,163,52,1596624,2023-01-03,Transport,Public transport for beneficiaries
2355,129,258,114607,2021-02-03,Printing,Information booklet
2356,231,158,802865,2021-01-11,Supplies,Office supplies
2357,252,285,190346,2020-01-01,Transport,Vehicle fuel costs
2358,103,193,644119,2023-11-02,Supplies,Educational supplies
2359,13,149,953615,2022-09-18,Supplies,Packaging materials
2360,285,185,197750,2021-03-28,Food,Event dinner costs
2361,83,73,361978,2024-12-27,Supplies,Educational supplies
2362,182,311,149939,2022-11-02,Food,Nutrition program purchases
2363,43,343,41023,2022-01-08,Food,Participant snacks
2364,253,73,1835910,2022-07-02,Equipment,Office furniture
2365,185,92,30596,2022-07-22,Supplies,Medical supplies
2366,258,95,1193329,2021-09-08,Printing,Newsletter printing
2367,226,293,859248,2022-06-19,Printing,Newsletter printing
2368,80,2,1695704,2022-02-27,Transport,Staff travel expenses
2369,274,211,1738752,2020-01-05,Printing,Certificate printing
2370,176,341,686906,2020-06-20,Food,Training session catering
2371,183,179,892351,2022-06-23,Equipment,Communication devices
2372,94,195,1011399,2022-05-19,Food,Catering for event
2373,67,70,1946468,2021-04-28,Supplies,Cleaning supplies
2374,93,124,902566,2024-08-28,Printing,Educational materials
2375,239,312,1954944,2021-05-26,Equipment,Laboratory equipment
2376,194,24,1195014,2022-12-22,Transport,Staff per diem
2377,56,1,1579097,2024-11-19,Printing,Report printing
2378,126,21,1094901,2021-10-05,Printing,Awareness campaign materials
2379,46,169,505079,2021-12-16,Equipment,Sports equipment
2380,192,157,1077676,2023-02-03,Printing,Educational materials
2381,271,296,763241,2021-09-17,Supplies,Office supplies
2382,180,368,947565,2021-10-09,Transport,Field visit transportation
2383,277,82,125509,2023-01-23,Equipment,Communication devices
2384,208,189,1495747,2021-07-22,Printing,Report printing
2385,211,81,571916,2022-06-27,Food,Event dinner costs
2386,77,108,845114,2024-03-15,Printing,Training material duplication
2387,165,207,1252161,2024-08-04,Equipment,Office furniture
2388,119,27,1627401,2020-05-12,Supplies,Workshop materials
2389,130,394,1287794,2021-08-03,Transport,Vehicle maintenance
2390,104,32,685423,2021-07-15,Supplies,Registration materials
2391,103,385,372961,2022-07-22,Food,Nutrition program purchases
2392,96,6,1608576,2024-05-27,Transport,Vehicle maintenance
2393,280,341,46113,2023-03-25,Equipment,Computer equipment
2394,73,93,322256,2024-12-11,Equipment,Laboratory equipment
2395,84,45,1449265,2022-09-09,Transport,Staff travel expenses
2396,61,221,724631,2020-11-10,Equipment,Safety equipment
2397,274,324,1094807,2022-04-13,Food,Event dinner costs
2398,178,280,1107716,2022-08-11,Equipment,Tools and machinery
2399,16,160,517107,2022-07-02,Equipment,Tools and machinery
2400,264,8,667485,2022-06-25,Equipment,Photography equipment
2401,243,223,1788891,2021-11-02,Transport,Transportation for outreach
2402,26,172,985083,2023-05-15,Equipment,Office furniture
2403,154,101,960992,2020-09-09,Printing,Educational materials
2404,214,52,476652,2021-05-21,Supplies,Packaging materials
2405,6,170,752929,2020-12-19,Equipment,Communication devices
2406,205,25,229245,2020-09-12,Printing,Awareness campaign materials
2407,251,249,1601925,2024-02-27,Transport,Vehicle fuel costs
2408,261,101,629930,2021-07-11,Printing,Training material duplication
2409,50,202,1181502,2020-04-11,Transport,Vehicle maintenance
2410,230,293,320814,2020-09-07,Supplies,Program supplies
2411,49,46,1591985,2020-05-25,Transport,Vehicle fuel costs
2412,268,50,1060703,2024-09-01,Printing,Forms and documentation
2413,261,304,1966559,2020-01-28,Printing,Awareness campaign materials
2414,146,181,1194251,2021-05-27,Transport,Logistics and shipping
2415,202,108,1811292,2021-01-28,Food,Nutrition program purchases
2416,168,199,1568928,2020-09-12,Printing,Brochure printing
2417,117,132,200833,2020-11-11,Food,Meeting refreshments
2418,44,290,720432,2024-02-26,Equipment,Sports equipment
2419,154,226,659475,2020-02-23,Food,Participant snacks
2420,291,344,713923,2023-06-05,Food,Refreshments for workshop
2421,268,35,1306137,2023-03-08,Food,Emergency food relief
2422,277,345,544992,2023-10-06,Food,Participant snacks
2423,12,104,1322243,2024-05-11,Printing,Training material duplication
2424,72,326,820007,2022-05-14,Transport,Equipment delivery
2425,235,235,1874283,2023-04-25,Supplies,Workshop materials
2426,19,215,1038788,2022-06-03,Transport,Volunteer transportation
2427,21,376,1852330,2022-04-12,Equipment,Tools and machinery
2428,174,316,1486820,2023-12-17,Food,Nutrition program purchases
2429,277,46,318337,2022-11-18,Food,Food distribution supplies
2430,156,72,1795598,2023-08-02,Supplies,Workshop materials
2431,188,297,210470,2020-09-01,Printing,Report printing
2432,247,161,531385,2021-11-28,Supplies,Program supplies
2433,151,210,866920,2024-01-20,Printing,Newsletter printing
2434,216,336,553992,2024-01-10,Printing,Certificate printing
2435,30,334,1908913,2020-08-12,Supplies,Event supplies
2436,262,386,1582150,2024-07-08,Supplies,Registration materials
2437,162,230,1758484,2021-07-11,Printing,Newsletter printing
2438,41,176,1370002,2020-09-19,Transport,Public transport for beneficiaries
2439,110,190,1212173,2021-05-28,Food,Food distribution supplies
2440,253,96,1650521,2024-08-04,Equipment,Computer equipment
2441,178,245,459195,2022-09-19,Supplies,Workshop materials
2442,100,218,140709,2024-07-09,Equipment,Laboratory equipment
2443,222,124,1374773,2020-11-24,Transport,Volunteer transportation
2444,103,207,1747354,2023-12-04,Food,Participant snacks
2445,218,69,626836,2020-03-16,Printing,Certificate printing
2446,246,221,796377,2022-01-06,Transport,Logistics and shipping
2447,202,194,1694654,2023-01-12,Supplies,Medical supplies
2448,192,214,804075,2023-06-12,Transport,Staff travel expenses
2449,18,375,1887875,2023-04-05,Printing,Awareness campaign materials
2450,215,311,687453,2023-07-20,Transport,Staff travel expenses
2451,80,84,1502597,2021-01-01,Printing,Educational materials
2452,234,104,1428487,2021-08-24,Transport,Volunteer transportation
2453,81,149,381691,2020-02-21,Food,Meeting refreshments
2454,132,281,1225640,2020-03-09,Printing,Awareness campaign materials
2455,60,120,12600,2024-07-21,Supplies,First aid kit
2456,165,217,616759,2021-02-03,Equipment,Safety equipment
2457,48,361,406452,2023-02-03,Food,Catering for event
2458,129,123,614372,2020-11-06,Supplies,Registration materials
2459,168,299,42862,2020-03-13,Printing,Educational materials
2460,134,259,354331,2023-10-27,Food,Refreshments for workshop
2461,157,211,789684,2021-04-16,Equipment,Safety equipment
2462,286,13,187678,2022-09-01,Printing,Brochure printing
2463,162,336,712697,2024-01-04,Transport,Logistics and shipping
2464,264,288,175994,2021-10-14,Equipment,Tools and machinery
2465,54,356,253973,2023-07-27,Food,Refreshments for workshop
2466,191,224,425321,2020-10-04,Printing,Brochure printing
2467,260,164,278300,2024-11-02,Equipment,Photography equipment
2468,29,193,52248,2020-06-22,Food,Catering for event
2469,67,116,1020749,2022-11-14,Food,Participant snacks
2470,29,235,672047,2022-12-08,Supplies,First aid kit
2471,210,270,1544168,2020-11-27,Equipment,Computer equipment
2472,140,280,1538666,2021-07-14,Printing,Report printing
2473,184,46,201587,2021-01-15,Transport,Equipment delivery
2474,207,283,757305,2024-08-16,Printing,Newsletter printing
2475,141,280,1250506,2023-04-13,Printing,Newsletter printing
2476,155,28,62599,2023-05-26,Food,Catering for event
2477,261,334,642839,2023-05-08,Printing,Training material duplication
2478,200,121,1802970,2021-06-02,Transport,Transportation for outreach
2479,214,254,1847392,2023-03-12,Food,Meal provisions for volunteers
2480,239,138,1600374,2021-10-17,Food,Catering for event
2481,208,326,363336,2020-01-23,Transport,Equipment delivery
2482,217,55,1633082,2022-07-02,Food,Event dinner costs
2483,144,214,522856,2020-04-22,Supplies,Packaging materials
2484,149,158,1021626,2020-05-03,Printing,Brochure printing
2485,173,379,1464354,2023-12-04,Food,Catering for event
2486,219,162,972491,2020-04-08,Food,Meal provisions for volunteers
2487,293,40,959105,2023-07-14,Supplies,Cleaning supplies
2488,128,93,1463144,2023-09-18,Food,Catering for event
2489,88,8,614671,2022-09-05,Transport,Vehicle fuel costs
2490,22,255,287872,2023-04-24,Food,Training session catering
2491,140,376,1111592,2024-10-15,Printing,Training material duplication
2492,132,117,636590,2022-01-23,Food,Event dinner costs
2493,148,299,1396532,2022-03-15,Printing,Certificate printing
2494,54,319,1469647,2020-08-01,Supplies,Packaging materials
2495,293,168,436174,2024-09-06,Food,Refreshments for workshop
2496,33,140,820982,2021-08-03,Transport,Staff per diem
2497,208,123,741813,2024-01-13,Printing,Report printing
2498,246,123,74157,2022-01-27,Supplies,Packaging materials
2499,225,37,1126998,2022-07-04,Food,Catering for event
2500,172,226,598204,2021-01-23,Food,Refreshments for workshop
2501,25,322,1359684,2020-04-28,Supplies,Workshop materials
2502,202,267,85162,2021-10-19,Equipment,AV equipment rental
2503,188,206,248530,2021-05-02,Transport,Volunteer transportation
2504,29,174,1154782,2021-01-28,Supplies,Office supplies
2505,66,29,908737,2024-06-10,Printing,Certificate printing
2506,235,252,112624,2022-05-01,Transport,Staff travel expenses
2507,161,28,1672840,2020-07-28,Transport,Logistics and shipping
2508,233,210,998141,2023-11-16,Equipment,Sports equipment
2509,224,352,1531469,2020-10-18,Food,Training session catering
2510,9,209,777749,2022-09-21,Transport,Vehicle maintenance
2511,48,174,1427673,2023-09-27,Food,Event dinner costs
2512,254,87,576131,2021-04-26,Food,Participant snacks
2513,15,7,712656,2024-02-17,Transport,Vehicle maintenance
2514,87,220,968358,2022-01-01,Supplies,Registration materials
2515,95,60,1827997,2020-01-12,Supplies,First aid kit
2516,54,39,1952790,2020-01-23,Printing,Information booklet
2517,227,254,380042,2020-08-07,Equipment,Computer equipment
2518,149,83,31198,2022-06-15,Food,Refreshments for workshop
2519,191,281,720933,2023-01-05,Supplies,Cleaning supplies
2520,142,236,1697270,2020-05-04,Equipment,Computer equipment
2521,32,369,1586118,2020-10-04,Food,Catering for event
2522,254,260,381718,2023-12-08,Printing,Training material duplication
2523,17,291,1301371,2021-08-02,Supplies,Educational supplies
2524,257,400,1726448,2021-09-05,Supplies,Educational supplies
2525,94,118,1485074,2021-07-19,Food,Nutrition program purchases
2526,270,178,568489,2021-07-15,Supplies,Packaging materials
2527,67,218,288779,2021-11-28,Supplies,Office supplies
2528,170,290,1844809,2024-08-02,Transport,Staff travel expenses
2529,93,65,325490,2021-11-03,Equipment,Laboratory equipment
2530,216,311,119106,2022-02-17,Supplies,First aid kit
2531,9,235,1268087,2021-08-09,Supplies,Event supplies
2532,59,64,718075,2020-11-05,Food,Event dinner costs
2533,231,289,99080,2020-10-18,Transport,Field visit transportation
2534,135,104,1581638,2024-11-18,Printing,Newsletter printing
2535,64,79,416541,2023-05-23,Supplies,Packaging materials
2536,199,234,107004,2024-10-12,Equipment,Photography equipment
2537,214,324,1935773,2023-03-22,Supplies,Cleaning supplies
2538,46,97,1621925,2024-02-24,Equipment,Laboratory equipment
2539,43,291,1862097,2021-10-28,Transport,Volunteer transportation
2540,157,274,1446637,2023-10-24,Equipment,AV equipment rental
2541,270,61,1028710,2021-11-10,Transport,Volunteer transportation
2542,234,184,1139650,2020-02-22,Printing,Newsletter printing
2543,250,19,610940,2020-01-20,Transport,Volunteer transportation
2544,235,203,307798,2021-05-09,Printing,Banner production
2545,36,14,992150,2021-04-15,Printing,Forms and documentation
2546,198,117,1058641,2024-11-23,Food,Nutrition program purchases
2547,1,105,1037255,2024-10-05,Food,Refreshments for workshop
2548,64,201,1805820,2023-07-21,Supplies,Packaging materials
2549,224,163,1043020,2020-01-07,Printing,Training material duplication
2550,33,252,1597779,2022-02-11,Equipment,Tools and machinery
2551,90,294,74543,2020-06-06,Supplies,Packaging materials
2552,276,217,188360,2021-11-06,Equipment,Photography equipment
2553,7,282,1880894,2022-11-04,Printing,Training material duplication
2554,33,99,47229,2022-10-01,Transport,Public transport for beneficiaries
2555,158,130,193519,2023-06-26,Transport,Public transport for beneficiaries
2556,33,95,1192448,2022-01-23,Equipment,Computer equipment
2557,161,120,1378881,2024-09-07,Food,Meal provisions for volunteers
2558,236,120,447975,2023-06-16,Food,Training session catering
2559,157,69,85185,2023-01-09,Printing,Information booklet
2560,215,42,1148860,2022-09-20,Food,Food distribution supplies
2561,95,169,1680866,2023-08-12,Transport,Volunteer transportation
2562,296,68,295869,2024-09-07,Equipment,Safety equipment
2563,261,270,1290137,2023-03-22,Printing,Educational materials
2564,255,77,1854851,2022-03-08,Food,Training session catering
2565,52,310,889945,2023-02-09,Supplies,Medical supplies
2566,68,268,171521,2024-10-06,Transport,Equipment delivery
2567,223,293,812618,2022-10-26,Printing,Report printing
2568,82,256,1971163,2024-06-22,Supplies,Packaging materials
2569,82,172,452860,2024-01-28,Food,Nutrition program purchases
2570,299,122,970294,2022-01-27,Equipment,Tools and machinery
2571,177,340,102371,2020-10-25,Equipment,Laboratory equipment
2572,242,323,985474,2021-06-06,Supplies,Workshop materials
2573,286,115,1691365,2022-10-06,Food,Meeting refreshments
2574,54,323,1824748,2024-07-26,Transport,Vehicle maintenance
2575,1,317,268962,2024-07-14,Supplies,First aid kit
2576,13,313,434225,2024-04-13,Equipment,AV equipment rental
2577,95,113,784277,2021-02-17,Transport,Logistics and shipping
2578,37,231,1514199,2020-09-22,Supplies,Workshop materials
2579,230,27,1019812,2020-11-07,Printing,Training material duplication
2580,287,274,1635615,2022-02-12,Transport,Transportation for outreach
2581,102,164,786977,2023-11-21,Food,Emergency food relief
2582,234,251,1147659,2023-11-01,Supplies,Medical supplies
2583,161,78,1637682,2022-05-11,Transport,Volunteer transportation
2584,233,65,579712,2023-11-05,Supplies,Medical supplies
2585,291,77,10550,2021-05-24,Equipment,Computer equipment
2586,54,232,990818,2020-04-10,Equipment,Safety equipment
2587,123,308,974172,2024-07-24,Supplies,Event supplies
2588,29,376,1480802,2022-12-20,Transport,Staff per diem
2589,231,390,1870704,2022-03-03,Transport,Equipment delivery
2590,63,357,363246,2021-06-13,Transport,Vehicle maintenance
2591,157,384,116034,2024-04-04,Equipment,Photography equipment
2592,141,27,305816,2024-02-23,Printing,Forms and documentation
2593,238,219,54500,2021-08-28,Printing,Information booklet
2594,26,386,841957,2023-01-17,Transport,Public transport for beneficiaries
2595,140,16,929412,2022-05-21,Supplies,Program supplies
2596,90,297,1380486,2021-03-09,Food,Nutrition program purchases
2597,256,246,419936,2021-02-02,Equipment,Safety equipment
2598,107,174,1089441,2024-03-23,Supplies,Packaging materials
2599,202,274,23017,2021-08-19,Transport,Equipment delivery
2600,195,6,1049763,2023-06-05,Transport,Transportation for outreach
2601,74,275,1917555,2023-07-14,Printing,Educational materials
2602,139,152,1515348,2022-09-12,Food,Training session catering
2603,77,338,1409332,2020-06-12,Supplies,Workshop materials
2604,173,348,1075219,2023-05-22,Printing,Training material duplication
2605,267,142,759587,2024-08-25,Equipment,Laboratory equipment
2606,88,65,212873,2022-04-23,Equipment,Sports equipment
2607,264,215,236367,2023-12-21,Supplies,Packaging materials
2608,173,387,1202593,2024-06-22,Printing,Training material duplication
2609,185,92,1998860,2020-11-19,Printing,Brochure printing
2610,105,9,183561,2020-07-14,Equipment,Tools and machinery
2611,271,125,545577,2021-07-23,Equipment,Tools and machinery
2612,69,368,1648718,2023-02-26,Printing,Forms and documentation
2613,208,59,1278391,2020-09-15,Supplies,Workshop materials
2614,295,309,75814,2023-04-26,Transport,Vehicle fuel costs
2615,69,351,913266,2020-06-26,Equipment,Laboratory equipment
2616,234,162,1408195,2021-03-21,Food,Participant snacks
2617,267,65,837603,2021-02-19,Food,Emergency food relief
2618,196,88,1608416,2021-10-04,Supplies,Office supplies
2619,203,244,697727,2024-07-27,Supplies,Educational supplies
2620,293,370,499079,2020-07-27,Printing,Training material duplication
2621,203,274,1804441,2021-02-13,Supplies,Educational supplies
2622,296,128,1990091,2024-05-15,Supplies,Packaging materials
2623,168,332,311712,2021-07-01,Transport,Equipment delivery
2624,123,365,38742,2023-02-22,Equipment,Safety equipment
2625,198,256,1762237,2020-08-13,Food,Refreshments for workshop
2626,194,360,386799,2020-09-25,Food,Event dinner costs
2627,201,116,1560025,2024-10-09,Equipment,Communication devices
2628,240,159,522044,2022-04-02,Equipment,Safety equipment
2629,278,144,487684,2020-11-23,Printing,Certificate printing
2630,249,207,833135,2021-11-16,Food,Catering for event
2631,241,277,1944783,2020-08-07,Equipment,Office furniture
2632,272,340,1213912,2023-03-18,Equipment,AV equipment rental
2633,40,104,337468,2022-04-15,Food,Emergency food relief
2634,251,258,928270,2022-03-25,Food,Food distribution supplies
2635,299,93,1315600,2020-07-05,Printing,Awareness campaign materials
2636,93,108,795507,2021-02-08,Supplies,Cleaning supplies
