ev_id,event_id,volunteer_id,participation_status,hours_volunteered
31864,3668,1615,REGISTERED,0
31865,3816,273,ATTENDED,9
31866,74,879,ATTENDED,5
31867,550,2434,ATTENDED,9
31868,2433,802,ABSENT,0
31869,2165,1936,ABSENT,0
31870,3522,196,REGISTERED,0
31871,1534,2300,ABSENT,0
31872,1773,2373,ATTENDED,7
31873,36,2413,ABSENT,0
31874,1435,305,ABSENT,0
31875,1814,41,ATTENDED,5
31876,177,925,REGISTERED,0
31877,3124,535,REGISTERED,0
31878,839,2598,REGISTERED,0
31879,2499,1190,REGISTERED,0
31880,1156,2940,ATTENDED,8
31881,1027,2331,ATTENDED,6
31882,1826,1214,REGISTERED,0
31883,2621,2852,ATTENDED,11
31884,987,2727,REGISTERED,0
31885,2784,423,ABSENT,0
31886,249,66,ATTENDED,7
31887,2197,2305,REGISTERED,0
31888,1462,82,ABSENT,0
31889,42,994,ATTENDED,7
31890,1345,1783,REGISTERED,0
31891,3574,920,ABSENT,0
31892,368,2646,ABSENT,0
31893,3823,1052,REGISTERED,0
31894,2892,1316,REGISTERED,0
31895,2456,800,REGISTERED,0
31896,3938,2231,REGISTERED,0
31897,1099,788,REGISTERED,0
31898,3520,1866,ATTENDED,10
31899,473,976,REGISTERED,0
31900,2507,380,REGISTERED,0
31901,1467,1399,ATTENDED,11
31902,3136,1078,REGISTERED,0
31903,3689,102,ABSENT,0
31904,1827,166,ATTENDED,5
31905,812,2340,ATTENDED,6
31906,1199,2640,ATTENDED,8
31907,2462,2995,ATTENDED,3
31908,167,2132,ATTENDED,11
31909,3441,1138,REGISTERED,0
31910,1273,854,REGISTERED,0
31911,680,2447,REGISTERED,0
31912,733,504,REGISTERED,0
31913,713,2159,ABSENT,0
31914,673,765,ABSENT,0
31915,2139,1392,ABSENT,0
31916,1833,2175,ABSENT,0
31917,2318,1321,ABSENT,0
31918,2319,2484,ABSENT,0
31919,2625,2296,ABSENT,0
31920,302,890,ABSENT,0
31921,2965,428,ABSENT,0
31922,2298,2164,ATTENDED,1
31923,1224,2229,ABSENT,0
31924,3760,2642,REGISTERED,0
31925,671,2658,ATTENDED,12
31926,1056,522,ATTENDED,12
31927,2990,1733,ATTENDED,12
31928,2046,2046,ABSENT,0
31929,265,1775,ABSENT,0
31930,724,2922,ABSENT,0
31931,1605,759,ATTENDED,6
31932,215,2243,REGISTERED,0
31933,3379,458,REGISTERED,0
31934,595,959,ATTENDED,4
31935,45,2993,ABSENT,0
31936,2412,2324,ATTENDED,6
31937,3435,2801,ABSENT,0
31938,2721,2474,REGISTERED,0
31939,1138,1536,REGISTERED,0
31940,1388,55,ATTENDED,7
31941,1617,2650,REGISTERED,0
31942,574,804,REGISTERED,0
31943,2203,552,ATTENDED,9
31944,13,361,ATTENDED,12
31945,2314,2111,ATTENDED,4
31946,765,1659,ABSENT,0
31947,2960,2089,ABSENT,0
31948,27,246,ATTENDED,4
31949,1886,2998,ATTENDED,5
31950,3966,537,REGISTERED,0
31951,2255,911,REGISTERED,0
31952,704,539,REGISTERED,0
31953,3577,392,ATTENDED,7
31954,2973,1712,ATTENDED,3
31955,343,2862,ATTENDED,12
31956,3273,2550,ABSENT,0
31957,1396,686,ATTENDED,11
31958,2766,2382,ABSENT,0
31959,46,1404,ATTENDED,6
31960,2226,1997,ABSENT,0
31961,2499,2268,ATTENDED,7
31962,1312,2940,REGISTERED,0
31963,1663,904,ABSENT,0
31964,3659,2245,ATTENDED,3
31965,2005,2417,ABSENT,0
31966,2314,1931,ATTENDED,1
31967,2475,304,REGISTERED,0
31968,3098,390,REGISTERED,0
31969,147,786,ATTENDED,1
31970,2401,115,ATTENDED,10
31971,213,713,ABSENT,0
31972,1717,2920,ABSENT,0
31973,3616,1464,ABSENT,0
31974,1687,590,ABSENT,0
31975,1235,1808,REGISTERED,0
31976,2470,919,ABSENT,0
31977,1227,2863,REGISTERED,0
31978,3289,167,ABSENT,0
31979,562,2854,ATTENDED,9
31980,228,2425,REGISTERED,0
31981,797,879,ABSENT,0
31982,2982,515,ABSENT,0
31983,228,1427,ABSENT,0
31984,2908,1067,ABSENT,0
31985,2124,312,ATTENDED,12
31986,1305,563,REGISTERED,0
31987,2947,868,ATTENDED,12
31988,877,597,REGISTERED,0
31989,2893,132,ATTENDED,12
31990,3615,1299,ABSENT,0
31991,1035,922,ATTENDED,2
31992,82,570,REGISTERED,0
31993,705,496,ABSENT,0
31994,1701,1885,ABSENT,0
31995,3740,1544,REGISTERED,0
31996,2058,1927,REGISTERED,0
31997,1136,2143,REGISTERED,0
31998,2471,1908,ATTENDED,7
31999,494,687,REGISTERED,0
32000,2785,2184,ABSENT,0
32001,2566,1778,ABSENT,0
32002,870,2801,ATTENDED,8
32003,1337,1075,ABSENT,0
32004,621,573,ABSENT,0
32005,2163,2750,REGISTERED,0
32006,1540,352,REGISTERED,0
32007,745,534,ABSENT,0
32008,2767,1792,REGISTERED,0
32009,3950,1566,ABSENT,0
32010,2278,2974,ATTENDED,4
32011,3241,1113,REGISTERED,0
32012,2218,2586,ABSENT,0
32013,2663,1001,REGISTERED,0
32014,2778,2933,REGISTERED,0
32015,2345,2475,REGISTERED,0
32016,974,2899,ABSENT,0
32017,190,421,ATTENDED,10
32018,3562,2271,ABSENT,0
32019,2946,739,ATTENDED,5
32020,1243,1906,ATTENDED,4
32021,1640,1989,REGISTERED,0
32022,3240,1394,ABSENT,0
32023,3165,2109,REGISTERED,0
32024,1009,1684,ABSENT,0
32025,3400,2980,ABSENT,0
32026,673,302,REGISTERED,0
32027,244,1751,REGISTERED,0
32028,3014,1709,ABSENT,0
32029,1757,1390,REGISTERED,0
32030,799,2076,ATTENDED,10
32031,2335,1451,ABSENT,0
32032,3968,1983,ABSENT,0
32033,108,1448,REGISTERED,0
32034,2137,1346,ATTENDED,10
32035,3339,2259,ABSENT,0
32036,1840,2628,REGISTERED,0
32037,2942,202,ATTENDED,9
32038,3311,1416,REGISTERED,0
32039,774,719,ABSENT,0
32040,1688,1483,REGISTERED,0
32041,1856,1204,ATTENDED,8
32042,3346,2552,REGISTERED,0
32043,3422,273,ATTENDED,12
32044,2984,400,ATTENDED,8
32045,1904,1496,ATTENDED,9
32046,1029,526,ATTENDED,11
32047,520,2632,ABSENT,0
32048,2276,376,ABSENT,0
32049,2841,311,ABSENT,0
32050,1117,1711,ATTENDED,1
32051,1440,2486,ATTENDED,8
32052,374,597,ATTENDED,8
32053,1484,914,ATTENDED,12
32054,3265,2192,ABSENT,0
32055,1695,1474,ABSENT,0
32056,899,1042,REGISTERED,0
32057,2914,2555,REGISTERED,0
32058,3790,2342,REGISTERED,0
32059,3748,2830,ATTENDED,11
32060,431,226,REGISTERED,0
32061,1071,757,ATTENDED,3
32062,1131,562,REGISTERED,0
32063,3191,1766,REGISTERED,0
32064,1465,2180,ATTENDED,7
32065,3371,406,REGISTERED,0
32066,3,658,ATTENDED,3
32067,2372,744,REGISTERED,0
32068,3776,543,REGISTERED,0
32069,3359,1492,REGISTERED,0
32070,1172,2746,ATTENDED,5
32071,2553,2250,ABSENT,0
32072,747,66,ABSENT,0
32073,605,180,REGISTERED,0
32074,2992,2749,ATTENDED,12
32075,3445,1382,ATTENDED,2
32076,2320,731,ATTENDED,1
32077,1016,1037,REGISTERED,0
32078,2647,100,REGISTERED,0
32079,3298,98,ATTENDED,7
32080,3374,2763,ATTENDED,10
32081,699,1880,REGISTERED,0
32082,2082,2712,ABSENT,0
32083,2358,844,ABSENT,0
32084,723,1408,ATTENDED,8
32085,3235,759,ATTENDED,6
32086,1471,2153,ABSENT,0
32087,1204,1720,ATTENDED,7
32088,2101,2691,REGISTERED,0
32089,568,2879,ABSENT,0
32090,1401,1250,ATTENDED,1
32091,1794,1835,ABSENT,0
32092,2306,1288,ABSENT,0
32093,3473,2243,REGISTERED,0
32094,3413,2453,ATTENDED,1
32095,496,2975,ATTENDED,10
32096,1386,1086,ABSENT,0
32097,1589,246,ABSENT,0
32098,3790,1606,ABSENT,0
32099,1999,2775,ABSENT,0
32100,3423,2792,REGISTERED,0
32101,2082,1853,ATTENDED,2
32102,1460,1064,ATTENDED,7
32103,2233,1107,REGISTERED,0
32104,318,2309,ABSENT,0
32105,542,1859,REGISTERED,0
32106,3493,956,REGISTERED,0
32107,998,289,REGISTERED,0
32108,3583,2402,REGISTERED,0
32109,1436,2862,ATTENDED,12
32110,3734,448,ATTENDED,10
32111,3265,2127,ATTENDED,7
32112,2168,560,REGISTERED,0
32113,801,1842,ABSENT,0
32114,3235,1837,ATTENDED,3
32115,1745,1228,ABSENT,0
32116,1478,653,ABSENT,0
32117,180,2299,ABSENT,0
32118,3080,1598,ATTENDED,10
32119,1742,887,ATTENDED,10
32120,2453,2942,ABSENT,0
32121,1534,1482,ABSENT,0
32122,3530,1253,REGISTERED,0
32123,594,2857,REGISTERED,0
32124,1119,122,ATTENDED,1
32125,1427,2884,ABSENT,0
32126,1700,1854,ABSENT,0
32127,3129,2122,ATTENDED,11
32128,3356,2802,REGISTERED,0
32129,2031,344,REGISTERED,0
32130,2178,1315,REGISTERED,0
32131,850,2176,REGISTERED,0
32132,3581,546,REGISTERED,0
32133,1124,506,ATTENDED,4
32134,1865,47,ATTENDED,5
32135,3777,2794,REGISTERED,0
32136,3473,2570,ABSENT,0
32137,1175,1387,ATTENDED,10
32138,2765,1533,ATTENDED,7
32139,3291,1746,ATTENDED,5
32140,1918,680,REGISTERED,0
32141,2718,174,ABSENT,0
32142,1010,289,REGISTERED,0
32143,607,2487,ATTENDED,9
32144,441,2308,ABSENT,0
32145,1009,2627,ABSENT,0
32146,3665,2474,ABSENT,0
32147,1256,1505,REGISTERED,0
32148,2410,2873,REGISTERED,0
32149,3007,585,ATTENDED,5
32150,1671,2974,ABSENT,0
32151,917,2414,ABSENT,0
32152,2458,2311,ABSENT,0
32153,3816,1169,ATTENDED,1
32154,1476,1518,REGISTERED,0
32155,1257,2235,ATTENDED,4
32156,1456,2906,ABSENT,0
32157,2276,2464,ATTENDED,5
32158,2405,2552,ATTENDED,12
32159,81,1719,ABSENT,0
32160,3365,1717,ATTENDED,11
32161,1779,2580,ABSENT,0
32162,858,1091,ATTENDED,6
32163,847,2801,REGISTERED,0
32164,3288,2842,ATTENDED,12
32165,1216,869,ABSENT,0
32166,3064,2028,REGISTERED,0
32167,3088,2556,ATTENDED,1
32168,2104,223,REGISTERED,0
32169,1998,1070,ATTENDED,12
32170,1711,1820,ABSENT,0
32171,822,315,ABSENT,0
32172,3089,859,REGISTERED,0
32173,1207,2131,REGISTERED,0
32174,3309,1112,REGISTERED,0
32175,193,601,REGISTERED,0
32176,2246,536,REGISTERED,0
32177,3991,294,ATTENDED,2
32178,1382,611,ABSENT,0
32179,1076,260,ABSENT,0
32180,1374,1925,ATTENDED,2
32181,2567,2604,REGISTERED,0
32182,3372,2735,ATTENDED,9
32183,2000,2492,ATTENDED,12
32184,3144,2536,ABSENT,0
32185,1555,728,ABSENT,0
32186,3202,2810,REGISTERED,0
32187,1107,20,ABSENT,0
32188,160,203,ABSENT,0
32189,3358,2790,ABSENT,0
32190,431,2853,REGISTERED,0
32191,2412,2044,REGISTERED,0
32192,3066,1103,ABSENT,0
32193,150,422,ATTENDED,2
32194,3099,2408,ATTENDED,4
32195,3487,1200,REGISTERED,0
32196,1977,960,ABSENT,0
32197,341,1561,ABSENT,0
32198,2030,1367,ATTENDED,2
32199,1965,1288,REGISTERED,0
32200,984,2681,ABSENT,0
32201,2243,854,ATTENDED,3
32202,2468,1238,ABSENT,0
32203,68,162,ABSENT,0
32204,1508,167,REGISTERED,0
32205,3781,592,REGISTERED,0
32206,127,2688,ATTENDED,9
32207,2268,900,ABSENT,0
32208,3572,207,REGISTERED,0
32209,3596,1528,ABSENT,0
32210,1912,833,ABSENT,0
32211,1630,746,ABSENT,0
32212,1909,333,ABSENT,0
32213,225,2535,REGISTERED,0
32214,3012,150,ABSENT,0
32215,3632,1353,ABSENT,0
32216,3169,2806,REGISTERED,0
32217,947,2807,REGISTERED,0
32218,2236,202,ABSENT,0
32219,3667,2567,REGISTERED,0
32220,90,2361,REGISTERED,0
32221,776,2704,REGISTERED,0
32222,2119,1476,ABSENT,0
32223,2400,1500,ABSENT,0
32224,2479,2041,ATTENDED,8
32225,2460,2474,REGISTERED,0
32226,34,1051,REGISTERED,0
32227,1157,1729,ABSENT,0
32228,1672,1949,REGISTERED,0
32229,2123,67,REGISTERED,0
32230,2228,274,ATTENDED,6
32231,1278,482,ATTENDED,5
32232,2676,2560,REGISTERED,0
32233,2669,1798,REGISTERED,0
32234,2831,1439,REGISTERED,0
32235,3694,377,REGISTERED,0
32236,3115,2899,ABSENT,0
32237,1068,805,ABSENT,0
32238,562,2661,REGISTERED,0
32239,3488,2638,REGISTERED,0
32240,1215,2662,ABSENT,0
32241,82,2461,REGISTERED,0
32242,1016,1470,ATTENDED,9
32243,987,2770,ABSENT,0
32244,1269,1606,ABSENT,0
32245,797,2642,ATTENDED,12
32246,1694,1419,ABSENT,0
32247,3106,2649,ATTENDED,7
32248,1312,1895,ABSENT,0
32249,313,1981,ABSENT,0
32250,3363,1791,ATTENDED,1
32251,1210,996,ABSENT,0
32252,1826,954,ABSENT,0
32253,2587,1980,REGISTERED,0
32254,430,849,REGISTERED,0
32255,600,680,ATTENDED,4
32256,459,348,REGISTERED,0
32257,3234,2446,REGISTERED,0
32258,2447,2380,ATTENDED,5
32259,399,1759,REGISTERED,0
32260,2174,1552,ATTENDED,9
32261,857,1433,ATTENDED,11
32262,427,2058,ABSENT,0
32263,1054,2849,ATTENDED,9
32264,1826,1333,ABSENT,0
32265,3247,2080,REGISTERED,0
32266,1236,455,REGISTERED,0
32267,2130,1688,ABSENT,0
32268,2869,1592,ATTENDED,10
32269,386,2201,ATTENDED,9
32270,3608,2066,REGISTERED,0
32271,3595,1353,REGISTERED,0
32272,1205,2617,ABSENT,0
32273,3715,2696,ABSENT,0
32274,82,1033,REGISTERED,0
32275,894,546,ABSENT,0
32276,2792,131,REGISTERED,0
32277,767,576,REGISTERED,0
32278,2833,2069,REGISTERED,0
32279,1370,739,ABSENT,0
32280,173,1162,ATTENDED,9
32281,3737,268,ABSENT,0
32282,2521,1010,REGISTERED,0
32283,3591,1368,ABSENT,0
32284,763,1378,ABSENT,0
32285,476,2268,ABSENT,0
32286,2573,1107,ABSENT,0
32287,2464,11,ATTENDED,3
32288,4000,1676,ATTENDED,10
32289,2999,1837,REGISTERED,0
32290,306,1373,ATTENDED,11
32291,2411,2158,REGISTERED,0
32292,1224,1938,ABSENT,0
32293,772,549,ATTENDED,5
32294,1739,535,ABSENT,0
32295,1539,1871,ATTENDED,6
32296,928,1723,REGISTERED,0
32297,1189,1142,ABSENT,0
32298,3442,1292,REGISTERED,0
32299,659,2623,ABSENT,0
32300,3076,2146,ABSENT,0
32301,2595,23,ABSENT,0
32302,2124,607,ATTENDED,2
32303,519,1898,ATTENDED,9
32304,422,695,ABSENT,0
32305,2204,2665,ATTENDED,1
32306,675,1474,REGISTERED,0
32307,1097,1873,ABSENT,0
32308,2272,1875,ATTENDED,7
32309,693,2487,ATTENDED,12
32310,319,2371,ATTENDED,12
32311,3651,1041,ABSENT,0
32312,2299,1162,ATTENDED,3
32313,3150,187,REGISTERED,0
32314,595,1246,REGISTERED,0
32315,3923,1167,ATTENDED,12
32316,2229,794,ABSENT,0
32317,584,1681,ATTENDED,4
32318,2423,2516,REGISTERED,0
32319,2815,25,ATTENDED,11
32320,1728,2997,ABSENT,0
32321,3534,2410,ABSENT,0
32322,2091,1988,REGISTERED,0
32323,2432,2982,REGISTERED,0
32324,1739,860,ATTENDED,6
32325,2889,1514,ABSENT,0
32326,2892,2067,REGISTERED,0
32327,366,1350,REGISTERED,0
32328,1142,902,ABSENT,0
32329,3738,2530,REGISTERED,0
32330,2054,410,REGISTERED,0
32331,1585,1191,REGISTERED,0
32332,2261,2473,ABSENT,0
32333,355,670,ABSENT,0
32334,3723,2886,ABSENT,0
32335,567,1426,ATTENDED,9
32336,2346,2706,ABSENT,0
32337,3819,2708,ATTENDED,8
32338,640,2483,ATTENDED,3
32339,3039,1130,ABSENT,0
32340,3093,296,ATTENDED,10
32341,3802,1115,ATTENDED,2
32342,3630,1671,REGISTERED,0
32343,132,1094,REGISTERED,0
32344,3740,1659,ABSENT,0
32345,219,2120,REGISTERED,0
32346,1140,33,ATTENDED,9
32347,79,1514,ATTENDED,6
32348,3551,1003,ABSENT,0
32349,3011,2613,ATTENDED,9
32350,3760,1509,ATTENDED,7
32351,3049,2712,ABSENT,0
32352,3991,1406,ATTENDED,11
32353,1793,2508,ATTENDED,8
32354,2569,924,REGISTERED,0
32355,1946,1813,REGISTERED,0
32356,1805,893,ATTENDED,8
32357,731,464,ABSENT,0
32358,2501,608,ABSENT,0
32359,2022,2219,ATTENDED,11
32360,621,611,ABSENT,0
32361,830,285,REGISTERED,0
32362,2336,2430,REGISTERED,0
32363,3816,1075,ATTENDED,5
32364,117,1278,ABSENT,0
32365,3903,332,ATTENDED,2
32366,3279,772,REGISTERED,0
32367,3782,1361,ATTENDED,8
32368,3227,1516,ABSENT,0
32369,2088,2104,REGISTERED,0
32370,2463,819,ATTENDED,9
32371,2691,947,ATTENDED,8
32372,706,352,ABSENT,0
32373,3974,513,REGISTERED,0
32374,884,1283,REGISTERED,0
32375,2745,2478,ABSENT,0
32376,592,1930,ATTENDED,8
32377,2681,852,ABSENT,0
32378,3413,78,ABSENT,0
32379,3354,176,ABSENT,0
32380,2634,1037,ABSENT,0
32381,2120,2290,ATTENDED,6
32382,1347,994,ATTENDED,3
32383,767,2729,ABSENT,0
32384,3758,241,REGISTERED,0
32385,1801,1224,REGISTERED,0
32386,1663,1565,ABSENT,0
32387,2041,820,REGISTERED,0
32388,530,2348,REGISTERED,0
32389,573,725,REGISTERED,0
32390,2609,2553,REGISTERED,0
32391,3377,1235,ABSENT,0
32392,3510,886,ATTENDED,6
32393,403,2209,ATTENDED,12
32394,2521,2871,ATTENDED,9
32395,1137,645,ATTENDED,2
32396,833,653,REGISTERED,0
32397,262,909,ABSENT,0
32398,2448,2015,ATTENDED,11
32399,1828,1122,ABSENT,0
32400,3682,2601,ABSENT,0
32401,3460,2087,ATTENDED,10
32402,519,1862,ATTENDED,4
32403,2688,2916,REGISTERED,0
32404,867,2965,REGISTERED,0
32405,1397,2500,REGISTERED,0
32406,3706,2176,REGISTERED,0
32407,149,226,ABSENT,0
32408,1861,989,ABSENT,0
32409,142,1520,ABSENT,0
32410,1677,1345,REGISTERED,0
32411,3778,2183,ATTENDED,10
32412,540,1477,REGISTERED,0
32413,2880,1356,ABSENT,0
32414,88,2899,ATTENDED,8
32415,2491,1736,ATTENDED,3
32416,2658,1459,ATTENDED,9
32417,3607,256,ABSENT,0
32418,2130,1473,ABSENT,0
32419,2024,656,REGISTERED,0
32420,1396,2937,REGISTERED,0
32421,277,2343,ATTENDED,4
32422,135,721,ATTENDED,3
32423,153,470,REGISTERED,0
32424,2230,2814,ABSENT,0
32425,1147,1864,ATTENDED,9
32426,527,1241,ATTENDED,11
32427,1062,898,REGISTERED,0
32428,2338,798,ATTENDED,7
32429,1064,2002,ATTENDED,4
32430,1265,727,REGISTERED,0
32431,740,971,ABSENT,0
32432,2687,555,ATTENDED,5
32433,2241,1081,ATTENDED,9
32434,588,269,ABSENT,0
32435,1234,1453,ABSENT,0
32436,3583,2782,ABSENT,0
32437,3373,1116,ATTENDED,10
32438,2703,230,REGISTERED,0
32439,2512,1999,ATTENDED,11
32440,114,1054,ABSENT,0
32441,361,293,REGISTERED,0
32442,2028,1676,ABSENT,0
32443,1603,1212,ATTENDED,7
32444,2664,492,ATTENDED,11
32445,2939,2315,REGISTERED,0
32446,1372,1478,ATTENDED,6
32447,3072,1631,REGISTERED,0
32448,2577,928,ABSENT,0
32449,3155,2017,REGISTERED,0
32450,3377,1877,REGISTERED,0
32451,3494,1992,ATTENDED,8
32452,1339,1993,ABSENT,0
32453,1575,1361,REGISTERED,0
32454,830,1261,ABSENT,0
32455,2061,18,ATTENDED,5
32456,2804,1294,ATTENDED,11
32457,3071,873,ABSENT,0
32458,3827,2958,ATTENDED,7
32459,670,1620,ATTENDED,12
32460,2737,402,REGISTERED,0
32461,2199,191,ATTENDED,6
32462,3442,553,ATTENDED,8
32463,992,1348,ABSENT,0
32464,2894,1328,ATTENDED,2
32465,768,2018,ATTENDED,7
32466,1433,2498,ABSENT,0
32467,366,975,ABSENT,0
32468,1490,179,ABSENT,0
32469,1416,1171,ABSENT,0
32470,1665,2103,ABSENT,0
32471,389,1394,ATTENDED,6
32472,2781,1511,ABSENT,0
32473,1749,183,ATTENDED,10
32474,121,2626,ATTENDED,5
32475,1742,1953,REGISTERED,0
32476,2781,1915,ABSENT,0
32477,3102,2633,ATTENDED,5
32478,3437,2774,REGISTERED,0
32479,3013,650,ABSENT,0
32480,1956,1113,REGISTERED,0
32481,2891,1982,ATTENDED,6
32482,2151,529,ABSENT,0
32483,3571,2637,ABSENT,0
32484,1330,803,ABSENT,0
32485,1649,1480,ATTENDED,11
32486,2500,1524,ABSENT,0
32487,3153,866,REGISTERED,0
32488,1353,2002,ATTENDED,6
32489,3654,1340,ATTENDED,2
32490,625,2126,REGISTERED,0
32491,2341,794,ATTENDED,12
32492,824,2202,ATTENDED,6
32493,1983,2051,ATTENDED,8
32494,3660,1468,ABSENT,0
32495,1840,2260,ATTENDED,6
32496,2494,1227,ABSENT,0
32497,1971,2022,ATTENDED,1
32498,3645,2652,ABSENT,0
32499,957,1450,ABSENT,0
32500,166,2846,REGISTERED,0
32501,2641,1471,ATTENDED,9
32502,1313,105,ATTENDED,3
32503,3467,1238,ABSENT,0
32504,2916,2830,ATTENDED,1
32505,3203,933,REGISTERED,0
32506,304,537,ATTENDED,5
32507,2886,2698,ATTENDED,12
32508,2418,803,REGISTERED,0
32509,749,132,REGISTERED,0
32510,292,2946,ATTENDED,7
32511,2126,1579,REGISTERED,0
32512,1519,605,ABSENT,0
32513,2309,509,ABSENT,0
32514,3747,117,REGISTERED,0
32515,2016,852,ATTENDED,5
32516,1642,487,ABSENT,0
32517,353,2317,ABSENT,0
32518,3581,433,REGISTERED,0
32519,493,635,ATTENDED,12
32520,581,2394,ABSENT,0
32521,3874,2180,REGISTERED,0
32522,193,239,REGISTERED,0
32523,3376,254,ATTENDED,8
32524,1033,90,ATTENDED,2
32525,355,2718,REGISTERED,0
32526,3222,2178,REGISTERED,0
32527,881,1380,ABSENT,0
32528,670,1992,ATTENDED,2
32529,1262,795,ATTENDED,12
32530,1944,1227,ABSENT,0
32531,3658,2497,REGISTERED,0
32532,457,1810,REGISTERED,0
32533,2320,2512,ATTENDED,9
32534,2159,2871,ABSENT,0
32535,1296,1414,ABSENT,0
32536,75,2286,REGISTERED,0
32537,3300,2146,ATTENDED,2
32538,377,1961,REGISTERED,0
32539,1016,846,ATTENDED,5
32540,53,2353,ABSENT,0
32541,3133,2513,REGISTERED,0
32542,2846,2057,ABSENT,0
32543,3924,743,ABSENT,0
32544,2656,2566,ABSENT,0
32545,1136,1195,REGISTERED,0
32546,1422,1275,ABSENT,0
32547,2639,2967,ATTENDED,9
32548,3873,2829,REGISTERED,0
32549,2541,506,REGISTERED,0
32550,3938,961,ABSENT,0
32551,786,338,ABSENT,0
32552,1385,684,ABSENT,0
32553,2180,2658,ATTENDED,3
32554,1473,2729,ABSENT,0
32555,2700,1985,ABSENT,0
32556,3755,1161,ATTENDED,3
32557,2854,245,ABSENT,0
32558,1267,1510,ATTENDED,12
32559,1217,1624,REGISTERED,0
32560,3167,2479,ATTENDED,1
32561,1422,877,ABSENT,0
32562,2113,1528,ABSENT,0
32563,2589,272,ABSENT,0
32564,2361,2627,ATTENDED,11
32565,1468,749,ATTENDED,3
32566,3459,2531,ATTENDED,7
32567,1318,2270,ABSENT,0
32568,2339,336,REGISTERED,0
32569,675,2061,REGISTERED,0
32570,2967,1729,ATTENDED,9
32571,2983,2270,ABSENT,0
32572,2599,1575,ABSENT,0
32573,3365,97,ABSENT,0
32574,967,2228,ABSENT,0
32575,2832,903,ATTENDED,8
32576,3508,1379,ABSENT,0
32577,3712,868,ATTENDED,1
32578,290,925,ATTENDED,10
32579,2706,867,ATTENDED,6
32580,2514,515,ABSENT,0
32581,2020,623,REGISTERED,0
32582,3112,1099,ABSENT,0
32583,914,1584,REGISTERED,0
32584,474,1515,REGISTERED,0
32585,1326,970,ATTENDED,5
32586,2000,2838,ATTENDED,11
32587,25,939,ABSENT,0
32588,68,968,ATTENDED,3
32589,3817,317,ABSENT,0
32590,3058,2908,ABSENT,0
32591,789,1944,ATTENDED,6
32592,3998,2215,REGISTERED,0
32593,2435,356,REGISTERED,0
32594,103,1029,ATTENDED,10
32595,3021,414,ABSENT,0
32596,3892,1651,ABSENT,0
32597,392,2370,REGISTERED,0
32598,2857,598,ATTENDED,2
32599,3526,1197,ATTENDED,1
32600,160,1370,ABSENT,0
32601,2758,1482,ABSENT,0
32602,3941,1927,ATTENDED,9
32603,238,1830,REGISTERED,0
32604,555,2627,ATTENDED,7
32605,1122,1861,ABSENT,0
32606,2681,271,ATTENDED,1
32607,3802,2219,ABSENT,0
32608,3804,2888,ATTENDED,3
32609,2248,731,ATTENDED,3
32610,2483,1677,ATTENDED,9
32611,1088,1051,REGISTERED,0
32612,560,1060,ABSENT,0
32613,2881,1661,REGISTERED,0
32614,1453,793,ABSENT,0
32615,2170,1697,REGISTERED,0
32616,1425,1553,REGISTERED,0
32617,698,2329,ABSENT,0
32618,2358,2177,ABSENT,0
32619,1401,1290,ATTENDED,7
32620,309,2923,REGISTERED,0
32621,648,176,REGISTERED,0
32622,3711,2717,REGISTERED,0
32623,2400,1343,ATTENDED,11
32624,3362,2281,REGISTERED,0
32625,3396,436,ATTENDED,6
32626,904,2546,ATTENDED,3
32627,1703,844,ABSENT,0
32628,2737,2945,REGISTERED,0
32629,1220,2108,ATTENDED,10
32630,3468,2669,REGISTERED,0
32631,386,382,ATTENDED,1
32632,3822,1580,REGISTERED,0
32633,2567,1215,ABSENT,0
32634,1158,1132,ATTENDED,10
32635,2900,2457,ABSENT,0
32636,524,444,ABSENT,0
32637,1313,1373,ABSENT,0
32638,2558,1090,REGISTERED,0
32639,3996,2237,ABSENT,0
32640,1181,695,ATTENDED,6
32641,3318,2013,REGISTERED,0
32642,3382,254,REGISTERED,0
32643,2438,2462,REGISTERED,0
32644,1068,1236,ATTENDED,10
32645,673,932,REGISTERED,0
32646,93,877,ATTENDED,7
32647,377,582,ABSENT,0
32648,3593,204,REGISTERED,0
32649,790,1112,REGISTERED,0
32650,1478,1135,ABSENT,0
32651,2894,2594,ATTENDED,5
32652,2074,2431,REGISTERED,0
32653,3366,157,ABSENT,0
32654,1378,2765,ATTENDED,8
32655,183,680,ATTENDED,11
32656,1006,1208,ABSENT,0
32657,3185,91,ATTENDED,2
32658,476,402,REGISTERED,0
32659,2973,2510,ATTENDED,2
32660,3381,2550,REGISTERED,0
32661,3670,1958,REGISTERED,0
32662,3312,2436,ABSENT,0
32663,2982,562,ATTENDED,5
32664,3009,53,REGISTERED,0
32665,482,2988,ATTENDED,3
32666,3068,2198,REGISTERED,0
32667,1444,2299,REGISTERED,0
32668,721,1685,REGISTERED,0
32669,1085,2767,REGISTERED,0
32670,1224,981,REGISTERED,0
32671,1296,2830,ABSENT,0
32672,1044,2697,ABSENT,0
32673,2788,2836,REGISTERED,0
32674,585,324,ATTENDED,3
32675,38,2359,REGISTERED,0
32676,567,1194,ATTENDED,5
32677,714,137,ABSENT,0
32678,2004,1435,ATTENDED,10
32679,2003,1665,REGISTERED,0
32680,346,511,ABSENT,0
32681,3743,1318,REGISTERED,0
