donation_id,donor_id,project_id,donation_date,amount,payment_method,status,donation_comment
2881,1126,223,2024-03-25 10:13:09,1276504,CARD,PENDING,Quarterly donation
2882,922,199,2022-03-16 03:31:02,2117978,CASH,RECEIVED,Honored to contribute
2883,1021,294,2021-08-20 15:26:17,1855510,CARD,PENDING,For clean water initiative
2884,529,54,2021-11-15 17:42:25,717518,BANK_TRANSFER,PENDING,In support of your excellent work
2885,1112,190,2021-05-28 15:27:54,1141130,BANK_TRANSFER,RECEIVED,Keep up the great work!
2886,577,11,2021-09-24 04:34:29,2127225,CARD,REFUNDED,Quarterly donation
2887,1014,269,2022-11-05 19:56:58,815172,BANK_TRANSFER,REFUNDED,In honor of International Day
2888,264,164,2020-03-23 15:18:46,2931135,CASH,RECEIVED,Matching donation program
2889,952,170,2023-09-22 12:30:36,244544,CASH,RECEIVED,For clean water initiative
2890,537,191,2022-01-09 02:07:07,2870082,CASH,RECEIVED,In honor of International Day
2891,851,245,2020-11-09 23:22:47,789532,CASH,REFUNDED,Supporting community development
2892,967,182,2022-02-05 06:04:18,499424,CASH,REFUNDED,For emergency relief
2893,1084,48,2024-02-22 18:50:45,1950585,BANK_TRANSFER,PENDING,Happy to support
2894,234,256,2024-07-05 20:25:42,1388056,BANK_TRANSFER,PENDING,Annual contribution
2895,1070,70,2023-11-25 11:56:02,2935670,CARD,PENDING,Supporting community development
2896,1153,106,2020-10-03 22:14:31,2098034,BANK_TRANSFER,REFUNDED,Keep up the great work!
2897,303,148,2021-07-01 19:31:43,1224968,BANK_TRANSFER,PENDING,Environmental conservation
2898,948,265,2022-12-07 07:34:47,650305,CARD,RECEIVED,For clean water initiative
2899,35,246,2020-01-23 08:03:52,624420,BANK_TRANSFER,REFUNDED,For healthcare services
2900,280,194,2021-03-20 02:39:24,96758,CARD,RECEIVED,Supporting women's empowerment
2901,1071,33,2021-09-19 00:34:21,1049282,CASH,RECEIVED,In memory of a loved one
2902,862,105,2020-11-15 12:25:20,1823261,CARD,REFUNDED,Supporting women's empowerment
2903,169,177,2024-07-27 04:12:37,1796959,CARD,PENDING,In honor of International Day
2904,594,241,2024-09-10 14:22:19,1880590,BANK_TRANSFER,PENDING,Keep up the great work!
2905,1066,226,2021-05-26 04:48:25,695518,BANK_TRANSFER,RECEIVED,Environmental conservation
2906,729,201,2022-04-03 00:32:37,2364345,CASH,PENDING,For emergency relief
2907,1012,21,2023-02-20 23:15:57,2066521,CARD,REFUNDED,Youth programs support
2908,320,263,2023-03-14 09:50:09,917353,BANK_TRANSFER,PENDING,Annual contribution
2909,1124,83,2023-07-24 02:12:51,2021228,CASH,REFUNDED,Youth programs support
2910,1117,93,2021-05-12 07:22:17,216850,BANK_TRANSFER,RECEIVED,Keep up the great work!
2911,650,220,2022-02-04 02:32:55,724341,CARD,RECEIVED,For clean water initiative
2912,214,279,2023-12-11 12:35:15,186292,CARD,PENDING,Tax-deductible contribution
2913,569,194,2023-02-11 04:51:36,1204955,CARD,RECEIVED,In memory of a loved one
2914,71,169,2024-02-12 07:10:26,1506589,CASH,REFUNDED,Honored to contribute
2915,206,80,2022-11-16 17:21:51,424853,BANK_TRANSFER,REFUNDED,Regular monthly donation
2916,889,202,2020-09-23 19:57:29,2101965,CASH,RECEIVED,Corporate social responsibility
2917,867,176,2023-02-01 09:57:16,607484,CARD,REFUNDED,Annual contribution
2918,497,275,2024-05-09 16:13:46,137831,BANK_TRANSFER,PENDING,In support of your excellent work
2919,569,13,2023-04-28 15:07:15,2403922,CASH,PENDING,Regular monthly donation
2920,730,11,2023-09-03 21:01:20,1308497,CARD,RECEIVED,Corporate social responsibility
2921,601,268,2023-09-24 16:15:30,1670387,CASH,PENDING,For the children's program
2922,417,173,2022-11-10 07:02:05,2333431,CARD,REFUNDED,Regular monthly donation
2923,415,176,2024-03-21 06:16:42,2070723,BANK_TRANSFER,REFUNDED,Honored to contribute
2924,779,34,2023-04-20 06:38:24,2285448,BANK_TRANSFER,PENDING,Supporting community development
2925,442,31,2023-07-21 16:12:16,1357521,CASH,PENDING,Tax-deductible contribution
2926,138,43,2022-05-06 22:39:42,1199371,BANK_TRANSFER,REFUNDED,Supporting women's empowerment
2927,111,245,2024-06-17 03:56:39,1522196,BANK_TRANSFER,RECEIVED,Youth programs support
2928,922,268,2021-09-21 21:53:03,1443569,BANK_TRANSFER,REFUNDED,In memory of a loved one
2929,729,277,2021-01-02 08:22:03,2098326,CASH,PENDING,Matching donation program
2930,476,130,2023-08-08 14:20:13,2413182,CARD,REFUNDED,Corporate social responsibility
2931,856,37,2021-09-28 08:56:42,126032,CASH,RECEIVED,In honor of International Day
2932,1148,254,2024-12-14 12:48:59,920197,CARD,RECEIVED,Environmental conservation
2933,225,194,2021-11-24 21:54:49,119919,CARD,REFUNDED,In memory of a loved one
2934,1043,120,2024-06-21 03:58:36,964223,CASH,REFUNDED,Matching donation program
2935,505,125,2020-10-11 19:19:33,2466118,CARD,RECEIVED,Honored to contribute
2936,767,70,2023-10-10 02:09:15,2748119,CASH,RECEIVED,Annual contribution
2937,732,248,2024-12-02 23:24:12,1173234,CASH,REFUNDED,Supporting women's empowerment
2938,233,153,2024-05-07 21:27:25,254665,CASH,RECEIVED,For clean water initiative
2939,710,149,2024-10-23 15:21:07,2605347,BANK_TRANSFER,REFUNDED,For emergency relief
2940,633,54,2023-10-22 04:40:04,1301408,BANK_TRANSFER,PENDING,Environmental conservation
2941,839,53,2021-04-28 21:21:23,1885766,CARD,REFUNDED,In support of your excellent work
2942,21,79,2022-07-19 03:03:03,1766501,CASH,REFUNDED,For clean water initiative
2943,315,170,2023-02-10 05:08:02,2721642,CARD,RECEIVED,Environmental conservation
2944,886,211,2022-05-27 07:06:34,2282885,CASH,RECEIVED,For the children's program
2945,943,98,2021-08-22 03:47:07,1946843,CASH,RECEIVED,Supporting community development
2946,512,253,2022-11-26 03:12:22,676109,CASH,PENDING,For emergency relief
2947,508,99,2024-01-21 20:35:30,1806194,CASH,RECEIVED,Happy to support
2948,1135,250,2021-06-10 10:41:58,1488075,BANK_TRANSFER,REFUNDED,In memory of a loved one
2949,567,285,2024-12-17 13:44:13,2380345,CASH,REFUNDED,For the children's program
2950,488,210,2022-12-13 00:12:00,1299655,BANK_TRANSFER,PENDING,Corporate social responsibility
2951,905,189,2021-05-11 03:00:34,2670071,CASH,RECEIVED,In memory of a loved one
2952,789,237,2021-12-10 01:30:39,2495432,CASH,PENDING,Annual contribution
2953,154,58,2022-04-10 17:16:19,1750650,CARD,REFUNDED,For emergency relief
2954,1060,51,2024-09-10 17:00:09,1495247,BANK_TRANSFER,REFUNDED,For emergency relief
2955,821,36,2022-07-02 23:39:34,2745950,BANK_TRANSFER,REFUNDED,Supporting community development
2956,1064,290,2021-08-25 08:50:21,636643,BANK_TRANSFER,RECEIVED,In honor of International Day
2957,249,113,2022-06-25 22:38:27,773961,CARD,PENDING,In memory of a loved one
2958,1158,32,2021-11-28 03:12:33,1581573,BANK_TRANSFER,REFUNDED,Tax-deductible contribution
2959,1174,193,2023-05-06 08:05:33,2800769,CASH,PENDING,Happy to support
2960,1084,214,2021-04-28 08:37:02,2322247,BANK_TRANSFER,PENDING,For clean water initiative
2961,103,186,2023-10-21 18:44:54,1759124,BANK_TRANSFER,PENDING,For healthcare services
2962,329,220,2024-01-21 00:30:18,1361650,CARD,REFUNDED,In support of your excellent work
2963,207,190,2022-08-22 16:56:37,1553719,CASH,RECEIVED,Environmental conservation
2964,727,276,2021-01-17 07:41:48,1035852,BANK_TRANSFER,RECEIVED,Regular monthly donation
2965,489,120,2023-03-08 01:21:25,2928452,BANK_TRANSFER,REFUNDED,Matching donation program
2966,892,105,2020-10-03 05:56:13,164077,CASH,PENDING,Tax-deductible contribution
2967,1175,205,2020-08-27 22:51:35,2504932,CARD,RECEIVED,Corporate social responsibility
2968,657,108,2024-03-16 14:48:02,93068,CASH,RECEIVED,In memory of a loved one
2969,135,257,2024-02-21 01:31:51,2957624,BANK_TRANSFER,PENDING,Supporting community development
2970,1107,75,2022-02-13 06:42:31,426199,CARD,REFUNDED,For emergency relief
2971,912,7,2023-07-08 22:51:35,522946,CASH,RECEIVED,In honor of International Day
2972,185,87,2021-05-07 00:22:09,664214,CARD,REFUNDED,Supporting community development
2973,627,286,2020-09-12 21:41:11,2270134,CARD,PENDING,Honored to contribute
2974,134,225,2024-10-13 12:31:57,577900,CARD,RECEIVED,In support of your excellent work
2975,950,149,2024-02-08 08:36:54,2506464,CARD,RECEIVED,Corporate social responsibility
2976,878,133,2021-02-17 08:19:01,414589,CASH,PENDING,In support of your excellent work
2977,396,98,2022-07-10 13:29:09,844631,CASH,PENDING,In memory of a loved one
2978,1043,195,2022-04-21 07:44:31,2231592,CARD,RECEIVED,Honored to contribute
2979,1035,251,2021-06-27 16:59:00,1919801,BANK_TRANSFER,REFUNDED,Corporate social responsibility
2980,1027,58,2022-10-08 07:28:36,534751,CASH,REFUNDED,For emergency relief
2981,507,64,2020-08-19 16:20:34,2841040,BANK_TRANSFER,RECEIVED,Corporate social responsibility
2982,871,150,2020-01-12 23:14:49,374956,BANK_TRANSFER,REFUNDED,Matching donation program
2983,434,153,2024-06-24 14:15:09,1012523,CARD,PENDING,Youth programs support
2984,1011,26,2022-09-19 09:24:26,2091861,CASH,PENDING,Honored to contribute
2985,79,74,2022-11-16 22:36:35,2940952,CASH,PENDING,For healthcare services
2986,653,257,2022-08-02 15:11:10,991050,CASH,REFUNDED,In support of your excellent work
2987,767,150,2022-10-10 19:20:02,591783,BANK_TRANSFER,REFUNDED,Environmental conservation
2988,960,252,2022-05-03 00:35:52,2015092,CASH,REFUNDED,Environmental conservation
2989,408,202,2020-07-18 19:00:47,2267218,CARD,PENDING,For the children's program
2990,552,289,2022-11-10 02:11:34,1106943,BANK_TRANSFER,RECEIVED,Supporting community development
2991,872,123,2023-10-27 21:04:44,564448,BANK_TRANSFER,PENDING,Annual contribution
2992,1076,207,2020-11-08 12:06:54,355532,CARD,PENDING,Quarterly donation
2993,84,92,2021-05-27 23:42:45,332376,BANK_TRANSFER,RECEIVED,For emergency relief
2994,12,293,2021-11-13 06:47:51,535329,CARD,REFUNDED,In memory of a loved one
2995,678,241,2021-11-05 02:24:54,2071136,BANK_TRANSFER,RECEIVED,For the children's program
2996,482,278,2021-12-06 20:35:27,2200424,BANK_TRANSFER,REFUNDED,Keep up the great work!
2997,190,68,2020-08-03 06:32:19,1178556,CARD,RECEIVED,In memory of a loved one
2998,323,12,2020-11-15 07:27:51,1729284,BANK_TRANSFER,PENDING,Honored to contribute
2999,829,148,2023-04-21 23:00:35,1709272,BANK_TRANSFER,REFUNDED,Matching donation program
3000,934,6,2022-04-11 23:34:34,2133480,BANK_TRANSFER,PENDING,For the children's program
3001,257,278,2022-01-08 01:40:06,2011363,CASH,REFUNDED,Honored to contribute
3002,1145,27,2020-08-11 13:54:31,99795,BANK_TRANSFER,REFUNDED,In memory of a loved one
3003,862,65,2023-06-16 22:06:24,1382476,CARD,PENDING,Regular monthly donation
3004,219,112,2021-03-05 05:20:04,2042466,CARD,RECEIVED,For healthcare services
3005,1070,33,2022-05-17 01:46:52,2634935,CASH,RECEIVED,For emergency relief
3006,795,132,2024-08-16 18:53:15,910307,CARD,PENDING,Regular monthly donation
3007,1051,71,2020-06-06 06:21:19,578995,BANK_TRANSFER,PENDING,For healthcare services
3008,53,135,2022-06-26 10:37:41,1655116,CASH,REFUNDED,Environmental conservation
3009,177,138,2020-08-26 23:20:12,539628,CASH,PENDING,In memory of a loved one
3010,901,205,2022-11-04 07:35:38,1472158,BANK_TRANSFER,RECEIVED,Annual contribution
3011,12,273,2023-12-15 19:13:54,642084,CARD,RECEIVED,Environmental conservation
3012,219,267,2021-07-12 10:06:25,2978449,CASH,PENDING,Happy to support
3013,467,33,2020-12-16 15:06:07,324852,CARD,PENDING,Environmental conservation
3014,48,273,2021-06-02 03:17:34,2806405,CARD,REFUNDED,For the children's program
3015,935,149,2024-05-18 13:40:31,2684152,CASH,RECEIVED,For emergency relief
3016,99,170,2023-02-08 10:41:24,2139770,CARD,RECEIVED,Environmental conservation
3017,378,35,2020-07-03 03:17:13,1239837,BANK_TRANSFER,RECEIVED,For healthcare services
3018,954,132,2021-07-25 22:31:49,2095473,BANK_TRANSFER,PENDING,Annual contribution
3019,1130,259,2020-02-27 21:31:21,334573,BANK_TRANSFER,REFUNDED,Supporting women's empowerment
3020,907,187,2023-01-08 05:11:56,2717779,BANK_TRANSFER,PENDING,In honor of International Day
3021,306,246,2024-05-06 12:49:32,1342882,BANK_TRANSFER,PENDING,In memory of a loved one
3022,120,96,2022-09-26 01:07:58,706510,BANK_TRANSFER,REFUNDED,Keep up the great work!
3023,1150,24,2022-09-19 10:29:04,2516742,BANK_TRANSFER,PENDING,Corporate social responsibility
3024,1105,29,2024-03-18 04:04:20,2147303,BANK_TRANSFER,RECEIVED,Matching donation program
3025,91,71,2020-05-02 19:35:21,448872,CARD,PENDING,Supporting women's empowerment
3026,1112,227,2023-02-16 18:00:48,2189153,CARD,REFUNDED,In memory of a loved one
3027,824,7,2023-10-03 19:06:19,97327,CASH,PENDING,Annual contribution
3028,929,110,2024-11-09 06:12:01,890464,BANK_TRANSFER,RECEIVED,Annual contribution
3029,96,142,2023-11-28 11:20:54,766860,CARD,RECEIVED,For the children's program
3030,1106,174,2020-01-21 04:50:39,391933,CARD,RECEIVED,Regular monthly donation
3031,464,96,2020-09-16 03:48:42,2628797,BANK_TRANSFER,RECEIVED,For healthcare services
3032,451,247,2020-05-19 17:52:30,2114800,CARD,REFUNDED,Quarterly donation
3033,451,293,2022-10-25 01:11:56,1835215,BANK_TRANSFER,RECEIVED,Annual contribution
3034,992,231,2023-04-13 02:16:04,2537615,CARD,PENDING,Happy to support
3035,33,92,2020-01-11 11:59:39,2577864,CASH,PENDING,In memory of a loved one
3036,76,252,2021-01-05 17:38:10,766544,CARD,REFUNDED,In memory of a loved one
3037,954,45,2024-03-01 10:51:58,1157768,CASH,RECEIVED,Supporting women's empowerment
3038,18,195,2020-12-06 20:23:10,2551170,CARD,PENDING,For clean water initiative
3039,517,8,2020-06-13 14:45:05,1046655,CASH,PENDING,Tax-deductible contribution
3040,536,173,2021-01-17 10:19:49,2218842,CARD,PENDING,For emergency relief
3041,1073,84,2023-02-10 13:40:32,618315,BANK_TRANSFER,REFUNDED,Matching donation program
3042,763,240,2021-10-01 00:33:45,1822005,CASH,REFUNDED,Tax-deductible contribution
3043,548,98,2024-03-26 19:10:31,134146,CARD,PENDING,Regular monthly donation
3044,400,11,2021-11-05 09:23:00,2629033,BANK_TRANSFER,PENDING,Happy to support
3045,958,40,2022-02-27 23:46:48,585703,BANK_TRANSFER,REFUNDED,For healthcare services
3046,644,124,2024-06-17 22:03:12,2594720,BANK_TRANSFER,PENDING,For emergency relief
3047,605,228,2024-05-23 11:15:35,1383043,CASH,RECEIVED,Supporting women's empowerment
3048,266,274,2022-03-10 16:44:37,74875,CARD,REFUNDED,Happy to support
3049,1117,298,2021-05-27 16:24:08,2497182,BANK_TRANSFER,REFUNDED,Tax-deductible contribution
3050,1021,65,2024-06-16 23:56:36,227974,CASH,RECEIVED,Keep up the great work!
3051,687,275,2024-09-04 08:38:59,435814,CASH,RECEIVED,Annual contribution
3052,253,254,2020-10-24 06:50:51,2512804,BANK_TRANSFER,PENDING,In memory of a loved one
3053,559,289,2021-05-27 17:45:52,1421590,CASH,RECEIVED,In memory of a loved one
3054,274,233,2023-04-05 02:02:36,2569882,BANK_TRANSFER,RECEIVED,Corporate social responsibility
3055,406,274,2022-07-15 18:38:43,2412281,BANK_TRANSFER,PENDING,In honor of International Day
3056,1144,228,2021-10-15 01:01:24,1482510,CARD,REFUNDED,Keep up the great work!
3057,122,237,2023-10-19 07:08:25,2251627,CASH,RECEIVED,Corporate social responsibility
3058,75,63,2021-04-06 14:30:15,691994,CASH,REFUNDED,In memory of a loved one
3059,220,132,2023-11-24 12:47:10,504942,BANK_TRANSFER,REFUNDED,In memory of a loved one
3060,230,254,2023-03-15 20:30:54,1154023,CARD,RECEIVED,In memory of a loved one
3061,1039,201,2021-11-18 22:31:10,2885905,CASH,PENDING,Corporate social responsibility
3062,1024,197,2023-11-07 09:29:16,391754,CASH,REFUNDED,Matching donation program
3063,635,77,2024-12-21 23:12:21,1086222,CARD,REFUNDED,Supporting women's empowerment
3064,826,277,2022-12-07 20:16:11,2099902,BANK_TRANSFER,REFUNDED,In memory of a loved one
3065,861,181,2021-05-08 22:28:10,739361,CARD,PENDING,Supporting community development
3066,344,197,2020-02-28 01:09:35,2416275,CASH,REFUNDED,Tax-deductible contribution
3067,576,42,2021-06-06 00:38:40,2741042,CASH,PENDING,In support of your excellent work
3068,1110,157,2020-10-09 21:02:03,119696,BANK_TRANSFER,REFUNDED,Annual contribution
3069,617,47,2023-06-19 08:47:52,199117,CARD,PENDING,Supporting community development
3070,492,24,2023-10-20 13:40:15,2691180,BANK_TRANSFER,REFUNDED,For emergency relief
3071,525,179,2023-07-27 23:55:13,1469462,CARD,REFUNDED,Regular monthly donation
3072,825,173,2021-03-10 00:08:36,1948351,CARD,REFUNDED,Quarterly donation
3073,508,159,2020-08-03 06:53:25,2721603,CARD,RECEIVED,In support of your excellent work
3074,958,7,2020-05-28 02:16:05,2462626,CARD,PENDING,For healthcare services
3075,1156,68,2022-11-27 01:11:49,896576,CARD,PENDING,For the children's program
3076,523,165,2020-09-03 16:34:15,2617063,CASH,RECEIVED,For the children's program
3077,96,254,2020-04-10 08:18:34,2806150,BANK_TRANSFER,REFUNDED,Happy to support
3078,574,184,2023-06-01 18:25:32,2601168,CASH,PENDING,Regular monthly donation
3079,578,181,2020-08-09 17:19:51,230954,BANK_TRANSFER,REFUNDED,In support of your excellent work
3080,28,211,2024-07-09 07:33:52,2537678,CASH,PENDING,Quarterly donation
3081,14,28,2022-01-16 23:40:10,726636,CASH,RECEIVED,Matching donation program
3082,1093,142,2021-07-10 22:19:07,117943,BANK_TRANSFER,PENDING,Environmental conservation
3083,797,239,2024-05-09 23:28:42,2460805,BANK_TRANSFER,PENDING,Tax-deductible contribution
3084,835,62,2022-04-07 10:52:57,2500044,CARD,REFUNDED,Environmental conservation
3085,1075,53,2024-03-07 07:54:26,1665214,BANK_TRANSFER,PENDING,Youth programs support
3086,325,20,2024-12-27 16:56:52,1639047,CASH,PENDING,For healthcare services
3087,583,129,2022-04-04 09:22:57,1310258,CARD,PENDING,In support of your excellent work
3088,366,61,2020-02-15 15:04:52,1013753,CASH,PENDING,For clean water initiative
3089,615,56,2022-12-11 14:55:17,1669162,CASH,REFUNDED,For the children's program
3090,298,198,2021-03-05 12:45:52,385867,CARD,RECEIVED,Keep up the great work!
3091,923,100,2020-12-12 20:10:47,1915947,CASH,RECEIVED,For emergency relief
3092,16,157,2023-05-23 16:32:43,2655851,CASH,REFUNDED,Annual contribution
3093,171,127,2022-07-01 13:13:30,2852028,CARD,PENDING,Supporting women's empowerment
3094,361,173,2023-02-07 17:30:09,550842,BANK_TRANSFER,REFUNDED,In memory of a loved one
3095,467,262,2023-09-12 03:39:55,2881098,CARD,PENDING,Supporting community development
3096,244,260,2020-11-27 03:08:26,1758474,CARD,REFUNDED,Happy to support
3097,120,118,2020-11-16 04:50:47,1829596,CASH,REFUNDED,Supporting community development
3098,879,161,2021-11-16 19:23:27,2468613,CASH,RECEIVED,Happy to support
3099,944,103,2024-06-01 07:34:19,2760863,CARD,REFUNDED,Youth programs support
3100,799,34,2023-03-12 09:24:33,362692,BANK_TRANSFER,REFUNDED,In support of your excellent work
3101,629,244,2024-12-20 01:15:03,2898898,CASH,RECEIVED,For clean water initiative
3102,237,238,2020-09-11 06:41:41,360538,CARD,PENDING,In support of your excellent work
3103,44,284,2024-01-19 06:42:58,986125,CARD,REFUNDED,Supporting women's empowerment
3104,838,114,2021-05-21 00:00:44,2988263,BANK_TRANSFER,PENDING,Quarterly donation
3105,39,97,2024-08-13 02:52:03,1508999,CASH,RECEIVED,In honor of International Day
3106,688,128,2023-02-06 04:50:51,889646,CASH,PENDING,Supporting women's empowerment
3107,10,4,2022-07-19 14:36:48,1273236,BANK_TRANSFER,RECEIVED,In honor of International Day
3108,46,243,2023-03-13 01:54:10,1520608,BANK_TRANSFER,PENDING,Happy to support
3109,964,217,2022-05-07 16:11:59,1383171,CASH,REFUNDED,Corporate social responsibility
3110,1067,68,2024-06-04 21:05:18,287810,CARD,RECEIVED,Quarterly donation
3111,321,171,2023-12-22 17:53:13,2066741,CARD,PENDING,For the children's program
3112,1168,263,2022-11-13 13:47:53,1734653,CASH,RECEIVED,In honor of International Day
3113,470,280,2021-03-26 10:46:31,2143085,BANK_TRANSFER,RECEIVED,Quarterly donation
3114,407,118,2023-05-18 22:40:24,182554,BANK_TRANSFER,PENDING,In honor of International Day
3115,17,122,2021-03-04 03:18:05,2170060,BANK_TRANSFER,PENDING,Supporting community development
3116,875,7,2023-03-11 09:16:59,2697489,CARD,RECEIVED,Supporting community development
3117,322,163,2022-04-19 03:14:17,206454,CARD,PENDING,Supporting women's empowerment
3118,1200,6,2024-01-25 19:54:51,1256219,BANK_TRANSFER,RECEIVED,Regular monthly donation
3119,806,276,2022-04-13 18:16:07,2665699,BANK_TRANSFER,REFUNDED,Environmental conservation
3120,862,29,2024-04-01 06:02:06,701476,CARD,REFUNDED,Environmental conservation
3121,485,31,2021-12-08 15:59:48,1750966,CASH,REFUNDED,Supporting women's empowerment
3122,439,50,2023-01-27 22:15:28,2761789,CASH,REFUNDED,In support of your excellent work
3123,954,240,2024-10-11 14:24:51,2465784,BANK_TRANSFER,RECEIVED,Environmental conservation
3124,677,50,2022-05-12 15:12:23,2166569,CASH,REFUNDED,In support of your excellent work
3125,829,52,2021-02-26 07:35:55,2052801,CARD,REFUNDED,Environmental conservation
3126,792,25,2020-03-09 13:20:30,1126805,CARD,REFUNDED,Matching donation program
3127,106,230,2024-06-02 22:41:30,2899529,CARD,REFUNDED,In support of your excellent work
3128,410,84,2020-04-04 23:45:30,902617,CARD,RECEIVED,Quarterly donation
3129,880,259,2022-11-19 17:57:29,2880598,CASH,PENDING,Matching donation program
3130,1072,257,2023-04-11 09:55:13,1332216,CASH,RECEIVED,Youth programs support
3131,6,36,2021-06-13 04:12:11,463772,CASH,PENDING,Youth programs support
3132,265,231,2021-03-22 08:04:38,2578232,CARD,RECEIVED,Supporting community development
3133,1130,69,2023-09-19 07:30:02,482258,BANK_TRANSFER,REFUNDED,For the children's program
3134,1007,175,2020-10-02 09:38:20,2436375,CASH,REFUNDED,Honored to contribute
3135,484,147,2021-10-16 06:59:27,1050211,CARD,PENDING,Honored to contribute
3136,556,39,2023-08-19 21:02:20,539484,CARD,REFUNDED,Corporate social responsibility
3137,137,66,2023-02-13 13:09:09,2024042,CASH,RECEIVED,Youth programs support
3138,1042,125,2024-12-10 04:26:35,2485717,BANK_TRANSFER,RECEIVED,Supporting community development
3139,271,126,2022-01-10 17:20:35,2794444,CARD,REFUNDED,Happy to support
3140,260,77,2021-10-11 03:44:53,2627121,CARD,PENDING,Tax-deductible contribution
3141,678,158,2024-04-06 06:10:12,2909874,BANK_TRANSFER,PENDING,Happy to support
3142,1005,16,2023-11-17 08:20:57,2691586,CASH,REFUNDED,For the children's program
3143,898,80,2020-04-01 11:42:17,2945517,CASH,RECEIVED,For the children's program
3144,1191,223,2021-03-20 18:11:32,726064,CARD,REFUNDED,Supporting community development
3145,1053,165,2024-12-09 21:10:47,2140644,CASH,REFUNDED,Regular monthly donation
3146,541,161,2021-02-04 11:57:41,1741202,CARD,PENDING,For emergency relief
3147,37,145,2024-12-19 04:15:27,2326148,CASH,PENDING,For emergency relief
3148,37,65,2024-10-20 05:46:12,2303640,CARD,RECEIVED,Environmental conservation
3149,805,7,2021-03-24 03:33:26,2919280,CARD,REFUNDED,Tax-deductible contribution
3150,511,266,2024-06-22 04:26:51,493364,CARD,PENDING,For the children's program
3151,387,272,2024-09-08 03:07:25,2883543,BANK_TRANSFER,RECEIVED,For emergency relief
3152,8,130,2024-07-05 11:03:26,2228696,BANK_TRANSFER,REFUNDED,Regular monthly donation
3153,955,127,2022-08-07 05:33:26,599398,CASH,RECEIVED,Annual contribution
3154,192,43,2021-06-13 03:24:09,2798921,CASH,RECEIVED,Youth programs support
3155,281,263,2022-01-24 08:57:52,1269027,CASH,REFUNDED,For healthcare services
3156,859,66,2021-04-23 15:10:02,2135077,CASH,RECEIVED,Annual contribution
3157,1063,21,2023-05-21 05:28:21,1554279,BANK_TRANSFER,PENDING,Regular monthly donation
3158,915,101,2020-06-22 21:19:42,1043665,CASH,RECEIVED,Youth programs support
3159,749,118,2023-09-27 18:09:55,2680718,CARD,RECEIVED,In support of your excellent work
3160,409,11,2020-07-23 09:28:49,1882884,CASH,PENDING,For emergency relief
3161,341,29,2020-10-24 05:51:43,706548,CASH,REFUNDED,For healthcare services
3162,45,158,2021-12-05 15:14:44,60786,BANK_TRANSFER,PENDING,In honor of International Day
3163,319,260,2020-05-15 02:14:17,2380511,CASH,PENDING,Happy to support
3164,814,137,2021-10-19 01:27:37,2037600,CASH,REFUNDED,Corporate social responsibility
3165,253,22,2023-07-24 08:26:05,556312,BANK_TRANSFER,RECEIVED,Regular monthly donation
3166,1011,255,2024-12-14 05:05:55,477970,CARD,PENDING,Supporting women's empowerment
3167,930,289,2023-10-15 05:36:53,1067508,CARD,REFUNDED,For clean water initiative
3168,780,229,2020-07-17 03:36:08,2414825,CASH,PENDING,Supporting community development
3169,377,179,2024-02-08 03:41:47,2802740,BANK_TRANSFER,PENDING,In memory of a loved one
3170,1175,18,2023-06-16 23:13:23,580934,CASH,PENDING,In support of your excellent work
3171,58,51,2021-09-04 00:42:02,2713250,BANK_TRANSFER,REFUNDED,For clean water initiative
3172,264,116,2024-05-09 01:15:07,1630115,CARD,RECEIVED,For emergency relief
3173,216,9,2022-03-09 00:38:22,2259731,CASH,REFUNDED,In memory of a loved one
3174,562,271,2024-07-14 15:28:47,2200790,CARD,REFUNDED,For clean water initiative
3175,1083,190,2024-02-24 02:16:54,2282978,CASH,REFUNDED,In honor of International Day
3176,506,90,2023-06-17 11:02:42,2665416,CASH,REFUNDED,Environmental conservation
3177,241,22,2023-10-23 19:46:04,1613242,CASH,RECEIVED,For emergency relief
3178,508,224,2021-10-16 10:25:33,2670827,CARD,RECEIVED,Supporting community development
3179,428,259,2020-07-08 10:55:57,335128,CASH,REFUNDED,Happy to support
3180,252,109,2023-06-15 23:19:07,1587996,BANK_TRANSFER,REFUNDED,Tax-deductible contribution
3181,308,285,2020-07-20 21:42:04,527880,CARD,REFUNDED,Regular monthly donation
3182,844,38,2022-11-19 01:14:52,1707792,CARD,PENDING,Matching donation program
3183,444,164,2023-01-18 03:25:13,2944653,CARD,PENDING,In honor of International Day
3184,408,104,2021-05-17 12:06:34,431105,CASH,PENDING,In memory of a loved one
3185,179,254,2020-07-05 06:23:52,1157256,BANK_TRANSFER,RECEIVED,Quarterly donation
3186,288,74,2022-10-02 10:45:08,719020,BANK_TRANSFER,PENDING,Annual contribution
3187,850,197,2021-12-03 14:19:32,1960955,CARD,PENDING,Youth programs support
3188,174,51,2020-01-01 10:29:17,216948,CARD,REFUNDED,Tax-deductible contribution
3189,740,58,2021-05-24 19:37:17,1624509,CARD,REFUNDED,For the children's program
3190,1173,183,2022-05-06 05:10:43,1405019,CARD,RECEIVED,Supporting women's empowerment
3191,240,295,2023-06-20 15:54:01,2240021,CASH,REFUNDED,Tax-deductible contribution
3192,996,276,2021-08-02 03:14:46,1883270,BANK_TRANSFER,RECEIVED,For the children's program
3193,655,240,2024-04-03 05:42:46,2132036,CASH,PENDING,In support of your excellent work
